,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
PARP15,0.935659151943918,0.01624961740923,0.936910195734358,0.166395262085517,0.936910195734358,0.166395262085517,0.441228656634844
PARP16,0.125138529101504,0.591825006086857,0.127081607570774,0.736795926372225,0.127081607570774,0.736795926372225,0.915993466876514
PARP2,-0.22239508364462,0.452916728225868,-0.221520256968027,0.570579031692635,-0.221520256968027,0.570579031692635,0.824994655092393
PARP3,0.361092881298532,0.214502022940544,0.362056555378063,0.487685059277931,0.362056555378063,0.487685059277931,0.769737728757018
PARP4,-0.131386624490091,0.60308271316183,-0.131297650769168,0.67402414400836,-0.131297650769168,0.67402414400836,0.88402322958133
PARP6,1.35569896918397,1.37353639151909E-05,1.3594626319481,0.02672109551515,1.3594626319481,0.02672109551515,0.146482153769886
PARP8,1.21066131126562,7.33705360953938E-05,1.1667895311472,0.004893150796734,1.1667895311472,0.004893150796734,0.047228265679508
PARP9,-0.204970519343716,0.580233271478702,-0.204398022777861,0.645428236354171,-0.204398022777861,0.645428236354171,0.868844049504516
PARVB,-0.693727922725079,0.025623271999422,-0.693628487420688,0.080065737155869,-0.693628487420688,0.080065737155869,0.291466660284074
PARVG,-0.470999023030109,0.339454880721769,-0.470340766260117,0.451154374396627,-0.470340766260117,0.451154374396627,0.742586505124667
PASK,-0.527944160230911,0.177229729353404,-0.527937022306802,0.303835327167011,-0.527937022306802,0.303835327167011,0.612823138135665
PATL1,0.140699371327026,0.4698666212043,0.141026516114995,0.673966774849119,0.141026516114995,0.673966774849119,0.88402322958133
PATL2,0.833820055379876,0.081495327345225,0.835793062272474,0.295004146574229,0.835793062272474,0.295004146574229,0.60286077169495
PATZ1,-0.458012644771219,0.109996871168439,-0.457761548219842,0.270136919299421,-0.457761548219842,0.270136919299421,0.575999602868139
PAWR,0.619782564886787,0.202693747215967,0.621360130436242,0.346890781740567,0.621360130436242,0.346890781740567,0.657594931173439
PAX5,-0.732691041209794,0.006433930604161,-0.732655278851467,0.054631316141651,-0.732655278851467,0.054631316141651,0.232877929013709
PAXBP1,1.79044435525489,2.26245917961105E-23,1.78333668689842,7.02012634750064E-12,1.78333668689842,7.02012634750064E-12,7.52674546557861E-09
PAXIP1,0.399364354678267,0.094638740059752,0.399854133867401,0.271646299590593,0.399854133867401,0.271646299590593,0.577303681728842
PBDC1,-0.087190392013527,0.725307339552402,-0.087306631197232,0.781942197161685,-0.087306631197232,0.781942197161685,0.936969896504561
PBRM1,0.846927624461377,1.38130463602675E-09,0.843233229686425,8.19641255578142E-05,0.843233229686425,8.19641255578142E-05,0.002578362932584
PBX2,0.441075526079055,0.011178488283553,0.442114675442466,0.123053053432355,0.442114675442466,0.123053053432355,0.371021765635769
PBX3,0.826169647725623,0.009873808849065,0.828571206375965,0.110851828296143,0.828571206375965,0.110851828296143,0.349729334707132
PBXIP1,-0.777070181799309,0.008661176090485,-0.776821495772492,0.062651720121806,-0.776821495772492,0.062651720121806,0.252919810015317
PCBD1,-0.223817952837757,0.286979655447833,-0.222908234435967,0.444057716142541,-0.222908234435967,0.444057716142541,0.737652918952393
PCBP1,-0.520949189848385,0.001649371132964,-0.521002849159868,0.014282582753491,-0.521002849159868,0.014282582753491,0.09733035471738
PCBP2,-0.262114214769382,0.220599387871945,-0.262214451214352,0.366405585273285,-0.262214451214352,0.366405585273285,0.676934844934819
PCCA,0.575860708473923,0.052114774443096,0.57772181100003,0.198932973911255,0.57772181100003,0.198932973911255,0.488169300465803
PCCB,-0.774245142594921,9.89916988754969E-05,-0.773708339460264,0.003657534539265,-0.773708339460264,0.003657534539265,0.039182214306563
PCED1A,1.73747906588647,5.02850139532989E-13,1.67433492805262,0.00086396574175,1.67433492805262,0.00086396574175,0.01404435865787
PCED1B,-0.13817736879229,0.691916564507516,-0.137762269408373,0.741626794897491,-0.137762269408373,0.741626794897491,0.917886346300017
PCF11,1.26958252146138,1.31375590858023E-10,1.25833898438453,4.38073112789329E-06,1.25833898438453,4.38073112789329E-06,0.000289720692536
PCGF1,-0.144486044807253,0.508044533333033,-0.142711026238576,0.607163881726044,-0.142711026238576,0.607163881726044,0.847951853519704
PCGF5,0.764061906852093,0.05634061640353,0.76426557064287,0.156015813395792,0.76426557064287,0.156015813395792,0.425185226678726
PCID2,-0.504402779088959,0.013887687366538,-0.503883210385398,0.078598885381238,-0.503883210385398,0.078598885381238,0.288599674462047
PCIF1,0.153262223938541,0.47102798575924,0.15394188258053,0.68386886582527,0.15394188258053,0.68386886582527,0.887757985096389
PCK2,-0.425352630966447,0.158195526322966,-0.425046662483162,0.279298643813842,-0.425046662483162,0.279298643813842,0.58601701749982
PCM1,1.57647078989786,1.77108166416855E-07,1.52426686836467,0.000642605845287,1.52426686836467,0.000642605845287,0.011694153897395
PCMT1,-0.103344920440783,0.587292133063396,-0.102765125589211,0.663683581669406,-0.102765125589211,0.663683581669406,0.879397833342799
PCMTD1,1.52887926522538,1.6088548571065E-07,1.50728747710997,5.47807010253311E-06,1.50728747710997,5.47807010253311E-06,0.000331066370686
PCMTD2,0.439727452226532,0.099801784566444,0.440566086679709,0.259105310187852,0.440566086679709,0.259105310187852,0.563878369566458
PCNA,-0.464562944286,0.335426588633702,-0.46426189728604,0.450611909482239,-0.46426189728604,0.450611909482239,0.742136818663401
PCNP,0.524402250072774,0.004339167127369,0.506444148518975,0.07741154722503,0.506444148518975,0.07741154722503,0.285573751097865
PCNT,-0.226301345757824,0.437282366810616,-0.225806978769321,0.545925808695299,-0.225806978769321,0.545925808695299,0.810790887068419
PCNX,1.09193598179339,0.000130350573972,1.09223391311121,0.007475711637942,1.09223391311121,0.007475711637942,0.063725767047314
PCNXL3,-0.277260242249025,0.214112304537371,-0.276824227260047,0.352461478431413,-0.276824227260047,0.352461478431413,0.663688476084894
PCNXL4,2.14383561333828,7.38168306645726E-13,2.08279605492028,3.66973738844151E-05,2.08279605492028,3.66973738844151E-05,0.001352860780507
PCSK7,0.065465315084959,0.725398967035226,0.066335620946006,0.846822557693921,0.066335620946006,0.846822557693921,0.961186542639319
PCYOX1,0.258886832787094,0.471655000767279,0.2594849586317,0.699620203104627,0.2594849586317,0.699620203104627,0.896078032008735
PCYOX1L,-0.591982156318148,0.012585359232021,-0.589678439043341,0.038589643672817,-0.589678439043341,0.038589643672817,0.185813755798828
PCYT1A,-1.12723740704787,4.80088914996738E-07,-1.1265026889843,2.38061864153731E-05,-1.1265026889843,2.38061864153731E-05,0.000976877355035
PCYT2,-0.213943211420693,0.27085091152909,-0.213376081817519,0.434891230897028,-0.213376081817519,0.434891230897028,0.729632002471135
PDAP1,-0.642937374807959,0.002786759879247,-0.641729310039864,0.044725235121867,-0.641729310039864,0.044725235121867,0.203834893600214
PDCD10,0.477703839119314,0.047543866996191,0.420745005569587,0.261926214482716,0.420745005569587,0.261926214482716,0.567026261643477
PDCD11,-0.572725205817628,0.002854765905117,-0.572515317270622,0.026553821265419,-0.572515317270622,0.026553821265419,0.145751477986725
PDCD2,0.538876088768582,0.006185371671943,0.539039263829369,0.16535687955083,0.539039263829369,0.16535687955083,0.439894267248636
PDCD2L,-0.33983663292553,0.168549528620289,-0.339187811699003,0.292941031400923,-0.339187811699003,0.292941031400923,0.6003471344384
PDCD4,0.105398737220822,0.808529085859127,0.105615667150089,0.911639375243745,0.105615667150089,0.911639375243745,0.983938102998586
PDCD5,-0.274336911029923,0.407933506187389,-0.274028210390469,0.515461882466748,-0.274028210390469,0.515461882466748,0.788293647518936
PDCD6,0.242252392695469,0.23677031955634,0.242226061120469,0.487697276282076,0.242226061120469,0.487697276282076,0.769737728757018
PDCD6IP,-0.062157874394101,0.762721095115247,-0.062203720886935,0.818172657663578,-0.062203720886935,0.818172657663578,0.950109460271804
PDCD7,-0.390189218508698,0.023678441375876,-0.389537278768967,0.139334187702165,-0.389537278768967,0.139334187702165,0.399117849647487
PDCL,-0.488856904065548,0.04039287792993,-0.488204287380337,0.147597505983123,-0.488204287380337,0.147597505983123,0.412949240223024
PDCL3,-0.630526253402542,0.020380275589399,-0.539068888365648,0.13153461445974,-0.539068888365648,0.13153461445974,0.384886396546068
PDDC1,-0.029830179056587,0.924740852184513,-0.028411589526985,0.92151989279263,-0.029830179056587,0.924740852184513,0.988428661976069
PDE12,0.048083003817804,0.788467453314572,0.048471525921572,0.864420340703299,0.048471525921572,0.864420340703299,0.968024380145238
PDE4A,0.438584617164028,0.115088624089868,0.44045820658175,0.207845375386628,0.44045820658175,0.207845375386628,0.49993841162754
PDE4B,-0.398359443475467,0.358707946719942,-0.39853374797982,0.46308905814167,-0.39853374797982,0.46308905814167,0.751787817054177
PDE4DIP,0.176899883438935,0.603077356365459,0.065981890114693,0.715188064681381,0.065981890114693,0.715188064681381,0.903715843788918
PDE6B,-0.695191072212552,0.002783006423588,-0.692869230563557,0.018607650965833,-0.692869230563557,0.018607650965833,0.116150042689019
PDE6D,-1.08798254717687,0.00011747137976,-1.08016659970241,0.005896827016327,-1.08016659970241,0.005896827016327,0.053883932096637
PDE7A,0.837224339789799,0.007419541256924,0.838026406021503,0.045666530711349,0.838026406021503,0.045666530711349,0.206373580657612
PDE8A,1.4292257118207,0.003590304026226,1.43083439417193,0.084490170522738,1.43083439417193,0.084490170522738,0.299980765084599
PDHA1,-0.793199088434279,7.15025701203157E-09,-0.793059749110884,1.84257889004537E-05,-0.793059749110884,1.84257889004537E-05,0.000823146527754
PDHB,-0.609899948376404,0.0033713047907,-0.608567509439077,0.053368738192886,-0.608567509439077,0.053368738192886,0.228974180072877
PDHX,0.587072988393238,0.012355234130335,0.55500235875546,0.09852371229261,0.55500235875546,0.09852371229261,0.327124150285607
PDIA3,-0.828551077406356,3.98366801923516E-05,-0.827492223238585,0.007769574219951,-0.827492223238585,0.007769574219951,0.065037958304415
PDIA4,-0.817260436951919,0.000574221166281,-0.815857474207448,0.011905883517832,-0.815857474207448,0.011905883517832,0.08625061787186
PDIA5,-0.845916426025539,0.047175381843262,-0.844539554015032,0.114566202388806,-0.844539554015032,0.114566202388806,0.355450551364162
PDIA6,-0.704622167459089,5.96170388679594E-05,-0.704497492963892,0.00720926055336,-0.704497492963892,0.00720926055336,0.062126152899882
PDIK1L,1.21546791624767,3.2696878559115E-05,1.14795769271924,0.016422650768542,1.14795769271924,0.016422650768542,0.107038620293718
PDK1,0.158200316419047,0.598908505748617,0.073805344665289,0.704951775010762,0.073805344665289,0.704951775010762,0.898272378301115
PDK2,-0.771416374692341,0.010134983362281,-0.7705607027236,0.057685095819467,-0.7705607027236,0.057685095819467,0.240139771878695
PDK3,-0.15014305526951,0.363533948264769,-0.149512959105372,0.513965240824955,-0.149512959105372,0.513965240824955,0.787849974623197
PDLIM1,-0.522877112639559,0.024670466874628,-0.522757115001508,0.118425203922397,-0.522757115001508,0.118425203922397,0.362430702584576
PDLIM2,-0.025063625133565,0.959594357457001,-0.001949534543088,0.982962654203857,-0.001949534543088,0.982962654203857,0.999899522891475
PDLIM5,-0.002401364994084,0.988524114908473,-0.002002075311006,0.971282468721468,-0.002401364994084,0.988524114908473,0.999899522891475
PDLIM7,-0.013176634158213,0.951293143843739,-0.010107268883868,0.945536145694865,-0.013176634158213,0.951293143843739,0.99635384807861
PDP1,0.512008741329939,0.013678044489489,0.513519366531708,0.086876971996539,0.513519366531708,0.086876971996539,0.304152141961216
PDP2,-0.056923854898543,0.84250476881857,-0.055017107230676,0.869759125276461,-0.055017107230676,0.869759125276461,0.970228653063782
PDPK1,-0.809573361722473,2.20777453677404E-05,-0.809389479599399,0.002775898051469,-0.809389479599399,0.002775898051469,0.032175409306482
PDPR,-1.05235347391589,3.84511295050338E-06,-1.05120497654623,0.000335668748816,-1.05120497654623,0.000335668748816,0.007138370450036
PDRG1,-1.14305328644356,5.53688659551523E-05,-1.1345636535862,0.004181448096684,-1.1345636535862,0.004181448096684,0.042615872615857
PDS5A,1.10999238145735,5.16929798034389E-06,1.07746865450265,0.002878040766159,1.07746865450265,0.002878040766159,0.033061493301255
PDS5B,1.37733831946236,1.25545432858391E-13,1.34702584177791,0.000135254125182,1.34702584177791,0.000135254125182,0.003781384168021
PDSS1,0.116097014579201,0.735300229623832,0.116840352494183,0.860954810103804,0.116840352494183,0.860954810103804,0.967402148525047
PDSS2,-0.307583456565209,0.201266093990742,-0.306619071203311,0.404279148827918,-0.306619071203311,0.404279148827918,0.707991204559361
PDXDC1,-0.113002937819784,0.506769532276675,-0.112670333578556,0.625983707679044,-0.112670333578556,0.625983707679044,0.858771160832976
PDXK,-0.885209058279641,0.000331339797046,-0.883492206428956,0.004761501743925,-0.883492206428956,0.004761501743925,0.046480638419828
PDZD11,-0.838687958803065,8.9477109857878E-05,-0.836345865306806,0.005100759778773,-0.836345865306806,0.005100759778773,0.048684254683748
PDZD8,2.11808995011963,1.56453929719302E-19,2.08811818601164,5.16547429216039E-08,2.08811818601164,5.16547429216039E-08,8.30737403036695E-06
PEA15,-0.612963472957407,0.058819015937453,-0.61279420252226,0.137311946481214,-0.61279420252226,0.137311946481214,0.39598475231779
PEAK1,0.229182229138265,0.487980736344136,0.229680753173345,0.709490401889785,0.229680753173345,0.709490401889785,0.901489311666312
PEBP1,-0.808894181351726,0.002644943387488,-0.805037046723408,0.02591729405928,-0.805037046723408,0.02591729405928,0.143296908193682
PEF1,-0.977764301759464,0.002592324999879,-0.958842586033781,0.04008384913116,-0.958842586033781,0.04008384913116,0.190021666514924
PELI1,0.476693427410701,0.130079403093843,0.477330587568213,0.281935624581769,0.477330587568213,0.281935624581769,0.58858319827106
PELO,-0.961992840071104,7.47374404760203E-06,-0.960242295419111,0.001053913457584,-0.960242295419111,0.001053913457584,0.016278091891092
PELP1,-0.395501651871452,0.046903102955589,-0.395179520422422,0.180636094135278,-0.395179520422422,0.180636094135278,0.463053195286808
PEMT,0.443567048145115,0.152027764415299,0.374158981477686,0.326392391672705,0.374158981477686,0.326392391672705,0.634639170904103
PEPD,-0.551561090143833,0.000766777728709,-0.551277492788023,0.009336702211389,-0.551277492788023,0.009336702211389,0.073471566147847
PER1,0.051492175828322,0.887485335531251,0.052535229795166,0.966635433489977,0.052535229795166,0.966635433489977,0.999899522891475
PER2,-0.527353733152436,0.013097887197057,-0.526236627915882,0.076690609566578,-0.526236627915882,0.076690609566578,0.283942843937723
PES1,-0.611829426752392,0.000379398378572,-0.611521558142898,0.002497987254375,-0.611521558142898,0.002497987254375,0.029952566649379
PET100,-0.719068093660027,0.020416059773143,-0.700289621558067,0.132128619359499,-0.700289621558067,0.132128619359499,0.385742413587319
PEX1,1.27666746075187,1.88549894248941E-09,1.26039050985093,3.13870126966852E-05,1.26039050985093,3.13870126966852E-05,0.001196627742005
PEX11B,-0.794921523447947,0.020614366889557,-0.793634284425049,0.083909687305173,-0.793634284425049,0.083909687305173,0.298951370913883
PEX12,-0.10592428104029,0.739252592444725,-0.103663884709494,0.790155066606239,-0.103663884709494,0.790155066606239,0.940003244286257
PEX13,0.079059561681207,0.715635165211561,0.079708576163256,0.839432081435179,0.079708576163256,0.839432081435179,0.957543502060911
PEX14,-0.620193279102077,0.009002490257704,-0.619944707214899,0.085533178084918,-0.619944707214899,0.085533178084918,0.301746605220881
PEX16,0.216441573106651,0.239557947230407,0.217245038895771,0.482694995698691,0.217245038895771,0.482694995698691,0.766615703574788
PEX19,-0.912999876149459,1.19370841952537E-05,-0.912354710777393,0.001173541010825,-0.912354710777393,0.001173541010825,0.017597644108719
PEX2,0.053169384759962,0.867960108019965,0.054933557579877,0.937350466116129,0.054933557579877,0.937350466116129,0.991897036349507
PEX26,-0.053141137532917,0.83174065460504,-0.051508897698708,0.872379811304781,-0.051508897698708,0.872379811304781,0.970818578240825
PEX3,-0.072624516854531,0.734398880134808,-0.071886142427505,0.79687213366936,-0.071886142427505,0.79687213366936,0.943544714871156
PEX5,-0.353418032256447,0.311326861393347,-0.353439396284352,0.473004482619173,-0.353439396284352,0.473004482619173,0.759096379366132
PEX6,-0.299718328389126,0.298763303360552,-0.298332235354452,0.462086640397705,-0.298332235354452,0.462086640397705,0.751131612805669
PFAS,-0.669711088575494,0.007510810676201,-0.668806423990561,0.021194690713147,-0.668806423990561,0.021194690713147,0.125964680950893
PFDN1,-0.506327991423721,0.017040718311176,-0.505940717617712,0.131793331828391,-0.505940717617712,0.131793331828391,0.385113106360227
PFDN2,-0.492478635484141,0.049388222313264,-0.492444295775444,0.178354521083426,-0.492444295775444,0.178354521083426,0.459953751906066
PFDN4,0.700545782858577,0.013360724927652,0.701581568094262,0.174563656196588,0.701581568094262,0.174563656196588,0.454772845765471
PFDN5,0.420503338125698,0.032020076199796,0.420595778995939,0.297989607997469,0.420595778995939,0.297989607997469,0.605741889028222
PFDN6,-0.095042650053871,0.653031275114723,-0.094939044935819,0.731132786060245,-0.094939044935819,0.731132786060245,0.91203746610928
PFKFB2,0.052296415003719,0.916933837172942,0.053875591335163,0.998491264326632,0.053875591335163,0.998491264326632,0.999899522891475
PFKFB3,-0.811932467073077,0.167018308792663,-0.439960674667016,0.4871764401942,-0.439960674667016,0.4871764401942,0.76965646423554
PFKL,-0.212172067585242,0.437340521113027,-0.211852422399337,0.559445773452033,-0.211852422399337,0.559445773452033,0.819301279994719
PFKM,-0.061142224635555,0.741344367978844,-0.060596713837372,0.804869059499289,-0.060596713837372,0.804869059499289,0.946029093434367
PFKP,-0.688172468068199,0.106157203397338,-0.656124188334075,0.20578887215619,-0.656124188334075,0.20578887215619,0.497030153775396
PFN1,-0.210084056920248,0.378010781170997,-0.210175403605818,0.520146327025885,-0.210175403605818,0.520146327025885,0.792070380342649
PGAM1,-1.35275511298368,0.00924564305248,-0.999724988706211,0.12805567092986,-0.999724988706211,0.12805567092986,0.378402448824892
PGAM5,0.029817667081114,0.926472538200943,0.030694206895094,0.960888686984771,0.030694206895094,0.960888686984771,0.99909437908082
PGAP2,0.150575386962072,0.582063826638125,0.151642878398259,0.760772315317722,0.151642878398259,0.760772315317722,0.927869618814847
PGAP3,-0.28109647048131,0.378080229550938,-0.278961391117636,0.555534546036702,-0.278961391117636,0.555534546036702,0.81649481111664
PGBD2,1.24686015569849,0.000268961722874,1.2513200498512,0.024039604810797,1.2513200498512,0.024039604810797,0.1366741296932
PGD,-0.934227603041311,0.003724340685097,-0.805028788867221,0.047815052495022,-0.805028788867221,0.047815052495022,0.212353629755246
PGGT1B,0.241550827351376,0.330935835012171,0.241833678131634,0.534014745110377,0.241833678131634,0.534014745110377,0.801988293520499
PGK1,-1.20823352214787,3.8939690366556E-10,-1.20798669477599,9.0643430931888E-06,-1.20798669477599,9.0643430931888E-06,0.000486446636558
PGLS,0.708896777809647,0.001001037635928,0.709417286458993,0.03227987688284,0.709417286458993,0.03227987688284,0.166191635043866
PGM1,-0.97696277385948,1.54460844943459E-07,-0.976642657869245,2.21851196708895E-05,-0.976642657869245,2.21851196708895E-05,0.000935344465649
PGM2,0.082551982648479,0.631303505900768,0.082804862994663,0.774412550864128,0.082804862994663,0.774412550864128,0.933542210568144
PGM3,0.918669508239669,0.000425149146119,0.885948939207596,0.013519922176978,0.885948939207596,0.013519922176978,0.093873350636265
PGP,-0.007707732073238,0.967545597782887,-0.006131372508149,0.956440544539313,-0.007707732073238,0.967545597782887,0.999899522891475
PGRMC1,0.083530833527113,0.747670941492151,0.084216366963421,0.845043715109362,0.084216366963421,0.845043715109362,0.960425148527282
PGRMC2,0.339852083713101,0.069198410508016,0.340020159092423,0.311317020806349,0.340020159092423,0.311317020806349,0.61955217164648
PGS1,-0.392123179159822,0.157753211971518,-0.391316076893388,0.31751498416831,-0.391316076893388,0.31751498416831,0.625788570206722
PHACTR4,-0.018457436675063,0.916825785512897,-0.017521600588167,0.927161726234848,-0.017521600588167,0.927161726234848,0.989074571788829
PHAX,0.876421884814317,7.52571695725244E-05,0.851304326271022,0.009187477121204,0.851304326271022,0.009187477121204,0.072608157642141
PHB,-0.621393038588099,0.001438373993437,-0.621116278659911,0.026929408828792,-0.621116278659911,0.026929408828792,0.147372936618986
PHB2,0.363506437375271,0.083702657973054,0.36348510635326,0.335265303950187,0.36348510635326,0.335265303950187,0.64535059853727
PHC1,0.487436347682646,0.304777379850853,0.253060201740034,0.563327151046496,0.253060201740034,0.563327151046496,0.821556010583113
PHC2,-0.032663657877524,0.910940225735991,-0.031966675769544,0.905483113176007,-0.032663657877524,0.910940225735991,0.983564698247672
PHC3,1.47784889139414,8.0985984692386E-07,1.42634178068351,0.001266966735933,1.42634178068351,0.001266966735933,0.01862947888516
PHF1,0.461526178893289,0.055046540470392,0.46283640606237,0.272549079491115,0.46283640606237,0.272549079491115,0.57878024255603
PHF10,0.241669054656767,0.269322897677931,0.241936106109093,0.497451008941005,0.241936106109093,0.497451008941005,0.778402735470457
PHF11,0.058840824407646,0.844319369720392,0.059045282937616,0.935635957201396,0.059045282937616,0.935635957201396,0.991489704720999
PHF12,0.046002994084723,0.83719217259899,0.046579567329018,0.930737037343417,0.046579567329018,0.930737037343417,0.98957629307168
PHF13,-0.738784669699579,0.000211513816428,-0.737332596741598,0.013321987036037,-0.737332596741598,0.013321987036037,0.09305140347755
PHF14,1.19438726387492,2.8341081288129E-07,1.16946742855922,0.000463934814396,1.16946742855922,0.000463934814396,0.009113031964575
PHF19,0.361403054777303,0.204429261327183,0.363369775232807,0.47566251022133,0.363369775232807,0.47566251022133,0.761361621353141
PHF2,-0.142722903288646,0.473444490235803,-0.141953199433165,0.613457669582342,-0.141953199433165,0.613457669582342,0.851796500846796
PHF20,0.240258379365177,0.31806458363309,0.240402074568463,0.48165745756542,0.240402074568463,0.48165745756542,0.765724063886902
PHF20L1,1.46917685762851,1.43808741460954E-07,1.42970506747462,0.000322246289328,1.42970506747462,0.000322246289328,0.006968102115116
PHF21A,0.617926706993333,0.012580590014281,0.618802318495174,0.110958560845298,0.618802318495174,0.110958560845298,0.349729334707132
PHF23,-0.18232157252432,0.338660240965511,-0.181532557805064,0.463553797520491,-0.181532557805064,0.463553797520491,0.751787817054177
PHF3,1.97446199953302,6.57103207995942E-12,1.95919398000159,1.46853053516692E-10,1.95919398000159,1.46853053516692E-10,8.58823357520802E-08
PHF5A,-0.533122880918341,0.004576206580027,-0.532347470049271,0.065522328094215,-0.532347470049271,0.065522328094215,0.258412182085755
PHF6,0.808485431415625,0.005591411689205,0.753104223781509,0.073053860756318,0.753104223781509,0.073053860756318,0.276363852136699
PHF8,-0.786086480447443,4.36993049264638E-07,-0.785860639064069,4.49095377977892E-05,-0.785860639064069,4.49095377977892E-05,0.001600570950987
PHIP,1.99841521135783,5.60989244731348E-13,1.97855125044175,1.6852486104554E-09,1.97855125044175,1.6852486104554E-09,4.92782014139072E-07
PHKA2,-0.520090504720129,0.000474503671488,-0.519689672895723,0.022975845471675,-0.519689672895723,0.022975845471675,0.132618765293213
PHKB,1.19107498942581,3.45071003123006E-07,1.16209083996835,0.000986253842288,1.16209083996835,0.000986253842288,0.015560244451942
PHKG2,0.045350274911966,0.834650467446117,0.045983012243372,0.91262478252778,0.045983012243372,0.91262478252778,0.984324259333485
PHLDB1,-1.10745331065246,0.00479217979024,-1.09230412130205,0.012060486298959,-1.09230412130205,0.012060486298959,0.087076440360497
PHLDB3,-0.310745498969948,0.344734157525048,-0.309168517577235,0.522992582939077,-0.309168517577235,0.522992582939077,0.795087152557505
PHLPP2,0.372571387760344,0.270944929226128,0.373598685443774,0.490635328888317,0.373598685443774,0.490635328888317,0.772172983666922
PHPT1,-0.250440197254743,0.351820581470728,-0.140399690355526,0.710940089791548,-0.140399690355526,0.710940089791548,0.901942742875809
PHRF1,-0.626326131162437,0.00371907736474,-0.624847289458092,0.047708107035129,-0.624847289458092,0.047708107035129,0.212244987937056
PHTF1,1.15273323788123,0.002091997284023,1.15488832819097,0.126977049558745,1.15488832819097,0.126977049558745,0.376462025784767
PHTF2,1.42049381983088,1.03947938374342E-07,1.37293388492398,0.001282716529993,1.37293388492398,0.001282716529993,0.018796618308527
PHYH,-0.381272523183986,0.268268657101864,-0.379887668729163,0.389668007045326,-0.379887668729163,0.389668007045326,0.695349317426514
PHYKPL,0.401086977066473,0.072833559047313,0.402660816196945,0.14556416219556,0.402660816196945,0.14556416219556,0.40989899558067
PI4K2A,-0.747432062777011,0.002260862279469,-0.746867129114162,0.015769429244742,-0.746867129114162,0.015769429244742,0.104152708759165
PI4K2B,0.300906305412014,0.215670928499215,0.301130663026588,0.420796213606168,0.301130663026588,0.420796213606168,0.719492415808895
PI4KA,-0.303985935266009,0.022183433456426,-0.303639061012903,0.089147880363428,-0.303639061012903,0.089147880363428,0.308161372583521
PI4KB,-0.251520654621429,0.210096788497292,-0.251279855867276,0.391273595624604,-0.251279855867276,0.391273595624604,0.696475661497808
PIAS1,0.342197128029385,0.068932468227141,0.315685194902754,0.289323891762043,0.315685194902754,0.289323891762043,0.59656810490232
PIAS2,1.38095420920282,3.32942601512018E-07,1.33439151558434,0.001778396027815,1.33439151558434,0.001778396027815,0.023539962236485
PIAS3,-0.860851914375591,0.005507085854475,-0.850793191192877,0.039992016414006,-0.850793191192877,0.039992016414006,0.189873056574233
PIAS4,-0.509383919075025,0.004275604928887,-0.508970456602821,0.028275957701307,-0.508970456602821,0.028275957701307,0.152408241217016
PIBF1,1.58387609967839,7.34454005354259E-07,1.55376492509151,1.02825229418441E-05,1.55376492509151,1.02825229418441E-05,0.000531304980601
PICALM,0.432162499954319,0.019030346953073,0.420977961089502,0.097007098645322,0.420977961089502,0.097007098645322,0.323969410558904
PICK1,-0.502684830881497,0.022573490962474,-0.501867432018597,0.109926375192693,-0.501867432018597,0.109926375192693,0.347753317735233
PIDD1,0.178922938930876,0.633042771154746,0.182335279523223,0.766918507286861,0.182335279523223,0.766918507286861,0.930284970841378
PIEZO1,-0.304417289349336,0.348812217133276,-0.303788045492753,0.407992664518014,-0.303788045492753,0.407992664518014,0.710532895598982
PIGA,1.2028396538333,1.81172757820837E-07,1.16844877668275,0.001760074396731,1.16844877668275,0.001760074396731,0.023345481637468
PIGB,1.04965065172559,5.04208294816998E-05,0.994721713108993,0.022656559494829,0.994721713108993,0.022656559494829,0.131602390275607
PIGC,0.330141879948681,0.163465863440563,0.332551401435598,0.439262517584995,0.332551401435598,0.439262517584995,0.734158424428234
PIGF,-0.180237486818562,0.53712389195445,-0.178112897100354,0.598484795006607,-0.178112897100354,0.598484795006607,0.843532020830125
PIGG,-0.32155056864001,0.108161328041215,-0.321023947402136,0.247470191769001,-0.321023947402136,0.247470191769001,0.550570895261969
PIGK,0.263320434742249,0.341668965461995,0.262939943111085,0.540196292728501,0.262939943111085,0.540196292728501,0.806414602466379
PIGM,1.00851591741165,7.15853705098711E-05,1.01067490194535,0.02799486637663,1.01067490194535,0.02799486637663,0.151336954118371
PIGN,0.226228777997607,0.371040405319362,0.227351796087401,0.596087857919277,0.227351796087401,0.596087857919277,0.841943833570032
PIGO,-0.258699646020232,0.102084633001467,-0.258274058500033,0.21383455993874,-0.258274058500033,0.21383455993874,0.50778801184419
PIGP,0.154563132222966,0.584809543442039,0.156538867198617,0.721319933740278,0.156538867198617,0.721319933740278,0.907007649286789
PIGQ,0.4171604733048,0.059501013247792,0.419432483730841,0.193200534022165,0.419432483730841,0.193200534022165,0.481634968170738
PIGR,-1.03584775976972,0.179084799287812,-1.03383197509936,0.261133802512608,-1.03383197509936,0.261133802512608,0.565899865778544
PIGS,-0.017049777082695,0.919852263785739,-0.016351193868279,0.928905749254306,-0.016351193868279,0.928905749254306,0.989170992617238
PIGT,-0.199563801482543,0.247051936935366,-0.199358557997224,0.412197676639431,-0.199358557997224,0.412197676639431,0.713587016791832
