,GPB.vs.GPA.Gene,GPB.vs.GPA.mRNA_logFC,GPB.vs.GPA.mRNA_FDR,GPB.vs.GPA.Change_type,GPB.vs.GPA.P.value,GPB.vs.GPA.FDR,GPB.vs.GPA.Direction
16340,TIGD3,-0.41197996776005,0.947531011228438,translational_only,0.696893766869946,0.983311584282629,1
16341,TIGD4,2.00435009634017,0.240068298654538,both,NA,NA,1
16342,TIGD5,0.274750692435207,0.937319316369918,translational_only,0.315549037295262,0.857828433413923,-1
16343,TIGD6,-0.205830557768859,0.988244824496839,translational_only,0.456035389161001,0.928304755467813,1
16344,TIGD7,0.873547555748333,0.654386949665012,translational_only,0.602898495934666,0.964767152554401,1
16345,TIGIT,-0.733418831124737,0.870502693743616,translational_only,0.077278262473336,0.494475201724022,1
16346,TIMD4,-0.158672126843138,1,translational_only,NA,NA,1
16347,TIMM23B,0.238487423644914,0.942889755960843,translational_only,0.707831749927184,0.984304655913572,-1
16348,TIMM8A,-0.213199052228439,0.980176467534824,translational_only,0.338302085270783,0.872604865831065,1
16349,TIMP1,-0.607789465046386,0.910565270702369,translational_only,0.969634073059305,0.998549688396844,1
16350,TIMP3,1.91651395018711,0.539605972082322,both,NA,NA,1
16351,TINAGL1,1.11313558531028,0.700293776055265,translational_only,NA,NA,1
16352,TINCR,-0.553155814714619,0.934272246917222,translational_only,NA,NA,1
16353,TIPARP-AS1,0.723764378827844,0.787138789456018,translational_only,NA,NA,1
16354,TIRAP,-0.722309674156267,0.775908764946252,translational_only,0.669754292954961,0.977275719440259,1
16355,TJP1,-0.843137303163933,0.861947433857968,translational_only,NA,NA,1
16356,TJP3,-0.452994365113399,0.959673249698842,translational_only,NA,NA,1
16357,TK2,-0.16425341364517,0.993203761052168,translational_only,0.299235901171427,0.844029476738986,1
16358,TKTL1,-0.051096858496368,1,translational_only,NA,NA,1
16359,TLCD1,-0.133178306882487,1,translational_only,0.99312569369203,0.999021941489714,1
16360,TLCD2,0.409548057252275,0.913337007965233,translational_only,0.23209716987405,0.77945855503781,1
16361,TLDC1,-0.804804523094929,0.769916729962157,translational_only,0.442505933392284,0.922370477993707,1
16362,TLDC2,-0.049394769416424,1,translational_only,NA,NA,1
16363,TLE2,-0.387042715922259,0.969897351153757,translational_only,0.535948072457975,0.94876916421533,-1
16364,TLE6,0.632842027246812,0.922371035100954,translational_only,NA,NA,1
16365,TLL1,-1.66580566269274,0.838973593183777,both,NA,NA,1
16366,TLL2,1.16346254441877,0.704411519233462,translational_only,NA,NA,1
16367,TLN2,-1.22104908764011,0.734695664848886,translational_only,0.374143308036236,0.89197962157068,1
16368,TLR1,0.9140775080401,0.643164821369883,translational_only,0.653664872321868,0.973539090568861,-1
16369,TLR2,2.22110571642011,0.229264964487352,both,0.814905749387813,0.993749382864656,-1
16370,TLR3,-1.21178861584948,0.914054106624566,translational_only,NA,NA,1
16371,TLR4,0.755787678022713,0.775830058852502,translational_only,0.663905689055346,0.976836282805697,1
16372,TLR5,1.7678293859001,0.491740263942492,both,NA,NA,1
16373,TLR8,2.69806839023675,0.181251766824289,both,NA,NA,1
16374,TLR8-AS1,0.643606032543634,0.883406301867782,translational_only,NA,NA,1
16375,TLX1,-1.25573622505979,0.91621465228688,translational_only,NA,NA,1
16376,TLX2,0.069966720537354,1,translational_only,NA,NA,1
16377,TM4SF1,4.92912129441362,0.000756918257208,both,NA,NA,1
16378,TM4SF19-AS1,-0.535364787957993,0.963991051042086,translational_only,NA,NA,1
16379,TM4SF4,-0.010813226575095,1,translational_only,NA,NA,1
16380,TM6SF1,1.56784313425869,0.525562041411038,both,0.398147789768857,0.90295055375875,-1
16381,TMC2,-0.49397930050549,1,translational_only,NA,NA,1
16382,TMC3,-0.510839358526276,0.956962511908951,translational_only,NA,NA,1
16383,TMC3-AS1,-0.08407293510912,1,translational_only,NA,NA,1
16384,TMC4,1.03501005643731,0.68729522766777,translational_only,NA,NA,1
16385,TMC5,-0.135913558429802,1,translational_only,NA,NA,1
16386,TMCC1-AS1,0.246997251492395,0.950120796062871,translational_only,0.04593806770893,0.386460565643165,1
16387,TMCC2,0.902574334146728,0.781161773094228,translational_only,0.693467700997861,0.982409723556806,1
16388,TMED10P1,-0.469582569902983,0.962603510692556,translational_only,NA,NA,1
16389,TMED6,0.998501712744836,0.726539486584812,translational_only,NA,NA,1
16390,TMED7,0.455903840631103,0.740786187682314,translational_only,0.079203198206077,0.500468674071138,1
16391,TMEFF2,-2.43060661932952,0.573289875445332,both,NA,NA,1
16392,TMEM107,-0.522771676660278,0.896054966015226,translational_only,0.999274370028594,0.999576442952443,-1
16393,TMEM108,-0.837651967817824,0.869100859237477,translational_only,NA,NA,1
16394,TMEM110,-0.709895976157015,0.643192262647691,translational_only,1.02378889454968E-06,0.000190684744264,1
16395,TMEM116,-0.181287637143429,0.99793163374594,translational_only,0.882281503164972,0.994344153929159,-1
16396,TMEM117,0.600919395394181,0.829231136596079,translational_only,0.926038574961525,0.997481246691867,-1
16397,TMEM119,2.47593788040984,0.436557772103033,both,NA,NA,1
16398,TMEM120B,-0.433414256043388,0.877574900815441,translational_only,0.158754515021839,0.67468652966682,1
16399,TMEM121,0.128472535853574,0.981845835629051,translational_only,NA,NA,1
16400,TMEM125,-1.80819244023125,0.875214854530444,both,NA,NA,1
16401,TMEM132A,2.74562735638927,0.061874510986447,both,0.412331167372274,0.907406961355262,-1
16402,TMEM132B,2.00575106515431,0.296894056979786,both,NA,NA,1
16403,TMEM132C,-0.929995989183342,0.980176467534824,translational_only,NA,NA,1
16404,TMEM133,1.12248241750066,0.624256403815991,translational_only,0.234552955020958,0.781221792283827,1
16405,TMEM136,-0.221406381770229,1,translational_only,0.628790627157835,0.970886938777152,1
16406,TMEM139,0.397202571534796,0.916787259837505,translational_only,0.141894568281346,0.643066305128643,1
16407,TMEM141,-0.431157396358006,0.897973463514324,translational_only,0.178996864814279,0.716639811726098,1
16408,TMEM143,-0.57029635028128,0.904589111905248,translational_only,0.287837311201469,0.836485247755519,-1
16409,TMEM144,2.01716714190268,0.24973221210092,both,NA,NA,1
16410,TMEM145,0.363205559288938,0.93953831160787,translational_only,NA,NA,1
16411,TMEM147-AS1,0.104696486370206,0.98569765877036,translational_only,0.003773558127045,0.076342984590943,1
16412,TMEM14E,-0.607624881921497,0.961099131359679,translational_only,NA,NA,1
16413,TMEM150B,1.67255112601319,0.632449206046744,both,NA,NA,1
16414,TMEM150C,3.18909678612409,0.141843937987314,both,NA,NA,1
16415,TMEM151A,-0.149084502674496,1,translational_only,NA,NA,1
16416,TMEM151B,-0.276899617989278,0.992037738058201,translational_only,NA,NA,1
16417,TMEM156,-0.639151561670693,0.906413279000257,translational_only,0.920446457159157,0.997015152989332,-1
16418,TMEM159,-0.883835821593076,0.775402050561572,translational_only,0.852278664151884,0.993749382864656,1
16419,TMEM161B-AS1,0.030979507178898,1,translational_only,0.035275775290715,0.32853160609756,1
16420,TMEM163,1.48419778901245,0.649837668743039,translational_only,NA,NA,1
16421,TMEM169,-0.252977577611031,1,translational_only,NA,NA,1
16422,TMEM17,1.02257389609319,0.7867688106843,translational_only,NA,NA,1
16423,TMEM170B,1.73085590932591,0.003095693992351,both,0.074885208438077,0.487382459353735,1
16424,TMEM171,0.570618833524361,0.89447286479727,translational_only,NA,NA,1
16425,TMEM173,2.35764107795783,0.170799447710697,both,0.90134283298637,0.994746689651404,-1
16426,TMEM176A,2.45176904936591,0.327538228272143,both,NA,NA,1
16427,TMEM176B,1.90944657905212,0.497831376059123,both,NA,NA,1
16428,TMEM177,-0.533015401297406,0.890428388371372,translational_only,0.557686701651003,0.953225893251692,-1
16429,TMEM178B,0.413454017548173,0.940605420348369,translational_only,NA,NA,1
16430,TMEM180,0.740783025496846,0.742328595887733,translational_only,0.314503147275829,0.857823339565568,-1
16431,TMEM182,-0.147634222137065,1,translational_only,0.820098490770531,0.993749382864656,-1
16432,TMEM183A,-0.185113445410538,0.99793163374594,translational_only,0.015199286223064,0.189732366533441,1
16433,TMEM184A,0.274681975269586,0.962318842418913,translational_only,NA,NA,1
16434,TMEM187,-0.771492238138302,0.829231136596079,translational_only,0.700658202194047,0.983927717172864,1
16435,TMEM189,-0.113551948344021,0.99777946996608,translational_only,0.086144269967722,0.519606102465191,1
16436,TMEM191A,0.143544419458902,0.980652906773202,translational_only,0.244677617436551,0.792887921292596,1
16437,TMEM191B,0.855154994100083,0.832410997013774,translational_only,NA,NA,1
16438,TMEM191C,0.199861750420627,0.98569765877036,translational_only,NA,NA,1
16439,TMEM198,-0.502114558222139,0.952432675218134,translational_only,0.370758402767559,0.890579139831022,1
16440,TMEM198B,0.475818697780177,0.853326930658665,translational_only,0.000903667786422,0.028892746065065,1
16441,TMEM200A,-1.15639225125289,0.879283464373445,translational_only,NA,NA,1
16442,TMEM204,0.332663882576136,0.945975465415509,translational_only,NA,NA,1
16443,TMEM212,1.73142873431846,0.517361761068985,both,NA,NA,1
16444,TMEM216,-0.279758331916709,0.955732138295552,translational_only,0.444575250143078,0.922370477993707,1
16445,TMEM217,0.476261015958574,0.874436509588717,translational_only,0.907054128123733,0.995200595901049,1
16446,TMEM220,0.438409595625573,0.916384665893643,translational_only,NA,NA,1
16447,TMEM220-AS1,0.866554276067504,0.870878609190191,translational_only,NA,NA,1
16448,TMEM229B,-1.76663388329343,0.529020482905533,both,0.027286202606214,0.276729733259565,1
16449,TMEM231,0.250618097064986,0.950361393783447,translational_only,0.994628572386029,0.999021941489714,1
16450,TMEM232,1.63531963961862,0.520233460934945,both,NA,NA,1
16451,TMEM234,-0.230986414351139,0.988494245003346,translational_only,0.361694709895882,0.886770291767947,-1
16452,TMEM236,0.763020158885481,0.834158692838727,translational_only,NA,NA,1
16453,TMEM237,-0.184809130094697,0.994422318365895,translational_only,0.806003042219119,0.993136584836621,-1
16454,TMEM238,-0.596326417561353,0.901304174851661,translational_only,0.005479381245939,0.096948094082799,-1
16455,TMEM240,-0.558089991989415,0.980351127183172,translational_only,NA,NA,1
16456,TMEM241,-0.934652728953633,0.742604600616917,translational_only,0.27641324162422,0.820291597677944,1
16457,TMEM242,-0.130744418360461,1,translational_only,0.590096190215326,0.959689313263343,1
16458,TMEM25,-0.284254030036986,0.973408423971939,translational_only,0.349254835742093,0.874739859679343,-1
16459,TMEM253,-0.291906256020489,1,translational_only,NA,NA,1
16460,TMEM254,-0.163057151885536,0.985238975834589,translational_only,0.467464978735839,0.932811035818719,1
16461,TMEM254-AS1,0.13124883447369,0.98569765877036,translational_only,NA,NA,1
16462,TMEM255A,-0.622629913628741,0.956734232719922,translational_only,NA,NA,1
16463,TMEM255B,0.562770556876264,0.944108943966701,translational_only,NA,NA,1
16464,TMEM260,0.968612839843963,0.479167277885412,translational_only,0.701994747824199,0.983927717172864,-1
16465,TMEM265,-0.398595715357051,0.91621465228688,translational_only,0.11730466286967,0.594152201424443,1
16466,TMEM27,0.014794308288897,1,translational_only,NA,NA,1
16467,TMEM38A,0.745485520052184,0.794048585004919,translational_only,0.682255007068898,0.98035407527808,1
16468,TMEM38B,0.088063963820265,0.985343809404878,translational_only,0.843910463910346,0.993749382864656,1
16469,TMEM42,-0.363768790948593,0.934604534614193,translational_only,0.213634293109631,0.760885340338392,1
16470,TMEM44,-0.69873177638747,0.876061202157032,translational_only,0.830319068535304,0.993749382864656,1
16471,TMEM44-AS1,0.002213736521881,1,translational_only,0.185285366075313,0.72767783723672,1
16472,TMEM45B,-2.59757361316276,0.66146338140026,both,NA,NA,1
16473,TMEM47,-1.01854972179535,0.786844550522562,translational_only,NA,NA,1
16474,TMEM51,1.57755946816652,0.612199263056145,both,NA,NA,1
16475,TMEM52,-0.472676821229114,0.985343809404878,translational_only,NA,NA,1
16476,TMEM52B,-0.064171319681927,1,translational_only,NA,NA,1
16477,TMEM53,-0.277664175383043,0.980176467534824,translational_only,0.714304369212496,0.984436711240199,-1
16478,TMEM54,0.686023227978843,0.820431515082156,translational_only,0.222946523935382,0.769427797605227,-1
16479,TMEM56,2.17912645566529,0.417011952022467,both,NA,NA,1
16480,TMEM56-RWDD3,1.59908992736256,0.481919945879065,both,NA,NA,1
16481,TMEM63C,-0.026469186998673,1,translational_only,NA,NA,1
16482,TMEM64,-0.537591021056028,0.819509474089703,translational_only,0.600983430446805,0.964767152554401,1
16483,TMEM65,-0.038278084975392,1,translational_only,0.461421458912707,0.92997585003121,1
16484,TMEM67,0.800422867684028,0.757024744348368,translational_only,0.035846209392665,0.331980600642095,-1
16485,TMEM72-AS1,-1.02469602836605,0.983848517261267,translational_only,NA,NA,1
16486,TMEM75,-0.636612828440526,0.941449529673064,translational_only,NA,NA,1
16487,TMEM79,-0.676338534907756,0.842586932025053,translational_only,0.577486871049984,0.955493685279757,-1
16488,TMEM80,-0.636352975882574,0.858853422164005,translational_only,0.613608876547079,0.967411917215859,-1
16489,TMEM81,0.343500257757853,0.926223336924845,translational_only,0.081805761764111,0.508988706108775,1
16490,TMEM86A,-0.43067488701526,0.995476441825351,translational_only,NA,NA,1
16491,TMEM86B,-0.338514073484791,0.965116312035866,translational_only,0.495160749909755,0.938829762737596,1
16492,TMEM88,-0.483046948304778,0.989012579979519,translational_only,NA,NA,1
16493,TMEM8B,-0.233096600818176,0.980176467534824,translational_only,0.879293544679279,0.994344153929159,1
16494,TMEM91,-0.454239554989676,0.943777514508904,translational_only,0.403219403699528,0.905287519715149,-1
16495,TMEM98,-1.11017756949156,0.945962662716279,translational_only,NA,NA,1
16496,TMEM99,-0.640804777908699,0.87661703828163,translational_only,0.849243467445937,0.993749382864656,-1
16497,TMEM9B-AS1,0.412788399869017,0.896986225912662,translational_only,0.037277271247215,0.340928683409834,1
16498,TMIE,-2.8465963905634,0.46286536263948,both,NA,NA,1
16499,TMIGD2,-0.234324806921067,1,translational_only,NA,NA,1
16500,TMIGD3,0.093044260999076,0.999300097602625,translational_only,NA,NA,1
16501,TMOD1,0.915651172232779,0.755626866514647,translational_only,0.59067442673303,0.959689313263343,-1
16502,TMOD4,-0.356819275572329,0.961099131359679,translational_only,0.89873050907672,0.994746689651404,1
16503,TMPO-AS1,0.210764865322857,0.950583609456592,translational_only,0.000292279340513,0.012363502419698,1
16504,TMPRSS11F,-0.717511751244741,0.914054106624566,translational_only,NA,NA,1
16505,TMPRSS13,0.086989813484579,0.988494245003346,translational_only,0.126582672886639,0.612503539650236,1
16506,TMPRSS15,-0.929998742345976,0.980176467534824,translational_only,NA,NA,1
16507,TMPRSS3,-1.02043301506478,0.942889755960843,translational_only,NA,NA,1
16508,TMPRSS4,2.47907632127727,0.290835829984252,both,NA,NA,1
16509,TMPRSS5,-0.514192732676116,0.944108943966701,translational_only,NA,NA,1
16510,TMPRSS6,-0.90731833292726,0.903960967861133,translational_only,NA,NA,1
16511,TMPRSS9,0,1,translational_only,NA,NA,1
16512,TMSB15B,0.12919853494759,0.984945408998969,translational_only,NA,NA,1
16513,TMSB4Y,-0.178929912391807,1,translational_only,NA,NA,1
16514,TMTC2,-0.065662524400476,1,translational_only,0.406684241803699,0.906174306917538,-1
16515,TMTC3,1.59663384044046,0.139478832130138,both,0.20433079573614,0.752648236794193,-1
16516,TMTC4,-0.171094937045588,0.98956812928009,translational_only,0.153859823158984,0.665004282232846,-1
16517,TNC,-1.12463894854118,0.814451617214992,translational_only,0.544007546264865,0.951414417066811,-1
16518,TNFAIP6,3.1308462666605,0.03304264246358,both,0.234512355587622,0.781221792283827,-1
16519,TNFAIP8L3,2.00934001392124,0.438584772041813,both,NA,NA,1
16520,TNFRSF10C,0.588205047770764,0.927704952549515,translational_only,NA,NA,1
16521,TNFRSF10D,1.10756008947874,0.550515251750707,translational_only,0.382845054618282,0.898728096288094,1
16522,TNFRSF11A,0.855929555738969,0.765548215113714,translational_only,0.598404659201387,0.963485659286749,-1
16523,TNFRSF12A,-1.37905272347143,0.666547142397533,translational_only,NA,NA,1
16524,TNFRSF13B,-1.8865834890547,0.690530281894473,both,NA,NA,1
16525,TNFRSF17,-1.57531322731812,0.847970086093138,both,NA,NA,1
16526,TNFRSF19,-0.212017967894987,1,translational_only,NA,NA,1
16527,TNFRSF1A,0.553502076373075,0.901528175516059,translational_only,NA,NA,1
16528,TNFRSF21,0.561088425792652,0.91621465228688,translational_only,NA,NA,1
16529,TNFRSF25,0.581382479619426,0.88158590356211,translational_only,NA,NA,1
16530,TNFRSF4,0.409807929013283,0.895774708144778,translational_only,0.017882310785115,0.210885462062855,-1
16531,TNFRSF6B,0,1,translational_only,NA,NA,1
16532,TNFSF10,0.378472767764101,0.916787259837505,translational_only,0.626580199992677,0.970886938777152,-1
16533,TNFSF11,0.150623974698936,0.980957547425396,translational_only,NA,NA,1
16534,TNFSF12,-0.284332704148789,0.960961772329493,translational_only,0.384024861845245,0.89958696589202,-1
16535,TNFSF13,-0.548705507025567,0.904994290560153,translational_only,0.174466011716417,0.710016384282595,1
16536,TNFSF13B,2.04693230061317,0.272096179001352,both,0.721544162697052,0.984436711240199,-1
16537,TNFSF14,-0.851914316686507,0.852101671973215,translational_only,0.692642987372507,0.982247176107318,1
16538,TNFSF15,-1.87133529095171,0.674926542252736,both,NA,NA,1
16539,TNFSF4,-0.302896721580599,0.96637762507801,translational_only,0.553927878492763,0.953225893251692,1
16540,TNFSF8,-0.053683525864347,1,translational_only,0.101489231798721,0.56600505985085,1
16541,TNIK,-0.7771538825919,0.90988422154474,translational_only,0.389281310358599,0.900461938719798,-1
16542,TNIP3,2.64544369830918,0.229338120403914,both,NA,NA,1
16543,TNK1,0.108150934688777,0.985126791298458,translational_only,0.220660684705875,0.766045110751105,1
16544,TNKS2-AS1,-1.18925510004134,0.775516684854399,translational_only,NA,NA,1
16545,TNNC1,-0.607960400815225,0.904994290560153,translational_only,0.125176002516637,0.610480138624365,1
16546,TNNC2,-1.14763942316574,0.859560018485271,translational_only,NA,NA,1
16547,TNNI1,-0.721539546980409,0.896986225912662,translational_only,NA,NA,1
16548,TNNI2,0.308650274341956,0.939567241526548,translational_only,0.495391605476347,0.938829762737596,-1
16549,TNNT1,-0.72505632427555,0.938939736267034,translational_only,NA,NA,1
16550,TNNT2,2.30304400582517,0.092846708439029,both,0.380924439607883,0.89778295511327,-1
16551,TNNT3,1.46971990405725,0.63278607444747,translational_only,NA,NA,1
16552,TNR,-0.745225866458303,0.96637762507801,translational_only,NA,NA,1
16553,TNRC18P1,-0.00598231649029,1,translational_only,NA,NA,1
16554,TNRC6C-AS1,-0.429817743738537,0.86907194789594,translational_only,2.78907384032578E-06,0.000367719016207,1
16555,TNS1,-2.26122700628886,0.402767263243147,both,0.091950261550247,0.536859971070619,1
16556,TNS2,-1.76993825843042,0.481286546200621,both,0.968110642606737,0.998549688396844,-1
16557,TNS4,-1.25408468232155,0.734695664848886,translational_only,0.47553034195074,0.933778804514327,1
16558,TNXB,-1.64517551704451,0.608905945965879,both,0.679514495974381,0.979562446114547,1
16559,TOB1-AS1,-0.734936304729658,0.877229637643004,translational_only,NA,NA,1
16560,TOB2P1,-0.362567285326185,0.980176467534824,translational_only,NA,NA,1
16561,TOLLIP-AS1,0.496965208689088,0.923424379712021,translational_only,NA,NA,1
16562,TOM1L1,2.71584211711672,0.086559329560192,both,NA,NA,1
16563,TOP1P1,0.60793774015461,0.83833624368568,translational_only,0.089269192663424,0.528883164857395,1
16564,TOP1P2,-0.947381918903213,0.898717018656672,translational_only,NA,NA,1
16565,TOPORS-AS1,-0.165601513485936,1,translational_only,0.00908841438588,0.136897887553159,1
16566,TOX,-3.94739265593356,0.393592029477606,both,NA,NA,1
16567,TP53I3,-0.798853631716201,0.820431515082156,translational_only,0.72989736065796,0.984436711240199,-1
16568,TP53INP2,-0.167894056828114,0.97590692536351,translational_only,0.007988221319787,0.125817166397834,1
16569,TP53TG1,-0.552068446540811,0.883406301867782,translational_only,0.000253509671769,0.011267736698999,1
16570,TP53TG5,-1.19568944923801,0.82570256242372,translational_only,NA,NA,1
16571,TP63,-5.39268664496684,0.460143749364825,both,NA,NA,1
16572,TP73,-1.67018571488957,0.633683289545759,both,0.111041973609615,0.586830357965704,-1
16573,TP73-AS1,-0.250294168448665,0.922634165902387,translational_only,7.37211330870124E-07,0.000146617589092,1
16574,TPBG,3.7152475771836,0.042484035623392,both,NA,NA,1
16575,TPGS1,-0.600589226110892,0.912229510860631,translational_only,0.028513057216351,0.286203775343595,-1
16576,TPH1,0.131247114408032,0.986943050122744,translational_only,NA,NA,1
16577,TPH2,-1.05356907695479,0.787293215055282,translational_only,NA,NA,1
16578,TPI1P2,0.2091432520331,0.96637762507801,translational_only,NA,NA,1
16579,TPI1P3,-0.472944362243421,0.958042154908003,translational_only,0.046459792167568,0.389956510224779,1
16580,TPK1,0.010548239020232,1,translational_only,0.253214173704488,0.803248206068792,1
16581,TPM2,0.746451555450885,0.869259298080531,translational_only,0.012755711121572,0.170322014213093,-1
16582,TPM3P9,0.146645852530267,0.974833579033362,translational_only,0.000109710523753,0.006219049689437,1
16583,TPPP,-2.1869783649051,0.575406124003385,both,NA,NA,1
16584,TPPP3,-3.12484323748747,0.486870691556851,both,NA,NA,1
16585,TPRG1,-4.76598606075042,0.537076961207668,both,NA,NA,1
16586,TPRXL,-0.971539450833994,0.890037839862988,translational_only,NA,NA,1
16587,TPSAB1,4.15993994771663,0.014252722574316,both,NA,NA,1
16588,TPST1,0.97561266931581,0.726286045123369,translational_only,0.407082224918941,0.906174306917538,-1
16589,TPT1-AS1,0.030027303678545,1,translational_only,0.014500661087062,0.18354537417627,1
16590,TPTE2,0,1,translational_only,NA,NA,1
16591,TPTE2P5,-0.141690642442651,1,translational_only,0.108667976878883,0.581485451819537,1
16592,TPTEP1,3.90259140627514,0.03357001356378,both,NA,NA,1
16593,TRABD2A,-0.219356226641064,0.984945408998969,translational_only,0.843703990674332,0.993749382864656,-1
16594,TRAF3IP2-AS1,-0.327651881483652,0.942889755960843,translational_only,5.67484552427278E-05,0.003762069908577,1
16595,TRAM1L1,0,1,translational_only,NA,NA,1
16596,TRAM2,-1.74219432818012,0.400010673087382,both,0.107840541042399,0.579396020417357,1
16597,TRAM2-AS1,0.28392228263068,0.937963142703748,translational_only,0.010481323548219,0.15053592474272,1
16598,TRAPPC2,-0.235558809083057,0.955274113272353,translational_only,0.959023495219405,0.998549688396844,-1
16599,TRAPPC2B,0.031096786854817,1,translational_only,0.045902198151402,0.386460565643165,1
16600,TRAT1,-0.283623936613812,0.990948776141619,translational_only,NA,NA,1
16601,TRDMT1,0.91577738213688,0.632449206046744,translational_only,0.140118213524216,0.638890853981761,-1
16602,TRDN,-1.61956857282613,0.848171499548851,both,NA,NA,1
16603,TREM1,3.82705121456863,0.039870891954602,both,NA,NA,1
16604,TREM2,-1.51268187644926,0.835765555378651,both,NA,NA,1
16605,TREML1,1.07897028226848,0.776710919899687,translational_only,NA,NA,1
16606,TREML2,-0.370189555165038,0.939194775034443,translational_only,0.125873275176932,0.611501475170117,1
16607,TREML3P,0.354699956022575,0.947534514964197,translational_only,NA,NA,1
16608,TRERF1,0.905721993693577,0.692978429368613,translational_only,0.959829104947583,0.998549688396844,-1
16609,TRERNA1,-0.100045394269926,1,translational_only,NA,NA,1
16610,TREX2,-0.207641683904014,1,translational_only,NA,NA,1
16611,TRG-AS1,-0.995421747207183,0.826345143823179,translational_only,0.002435169340246,0.057148554076893,1
16612,TRH,2.1123498979576,0.432075431183467,both,NA,NA,1
16613,TRIB2,-0.892947783115031,0.809664145752214,translational_only,0.840529071926989,0.993749382864656,-1
16614,TRIM10,1.33314646875527,0.69393104606771,translational_only,NA,NA,1
16615,TRIM14,-1.81652887065094,0.139265061980893,both,0.180279100240052,0.719032957925482,1
16616,TRIM16,0.069684385610989,0.991918919363332,translational_only,0.455583186514127,0.928304755467813,1
16617,TRIM16L,0.532285822329706,0.850798278606105,translational_only,0.935336341376385,0.99783695426664,1
16618,TRIM17,0.832226703104087,0.80705459466856,translational_only,NA,NA,1
16619,TRIM2,-0.975592420996231,0.908989495171287,translational_only,NA,NA,1
16620,TRIM3,-0.834943983792958,0.775402050561572,translational_only,0.831662919225842,0.993749382864656,1
16621,TRIM34,-0.35726379525712,1,translational_only,NA,NA,1
16622,TRIM36,-1.43557749482478,0.847970086093138,translational_only,NA,NA,1
16623,TRIM39,-0.652903549710267,0.720809339061013,translational_only,0.107509913878627,0.578945080060491,1
16624,TRIM45,-0.434794058200523,0.977177554780078,translational_only,NA,NA,1
16625,TRIM46,-1.82368899123185,0.516386172947899,both,0.666799406054764,0.977275719440259,-1
16626,TRIM47,-0.117530903560392,1,translational_only,0.291859412255028,0.839942236653692,-1
16627,TRIM52-AS1,0.279122300405783,0.938301133184292,translational_only,0.003518751007002,0.07333752098785,1
16628,TRIM54,-2.25053814254277,0.491522267233431,both,NA,NA,1
16629,TRIM55,-0.364211876440123,0.99918644099924,translational_only,NA,NA,1
16630,TRIM58,2.35191557325082,0.429564814032393,both,NA,NA,1
16631,TRIM6,0.60504248185617,0.88931713624292,translational_only,NA,NA,1
16632,TRIM61,-2.88132769786495,0.235021203892965,both,NA,NA,1
16633,TRIM62,-0.411438986088615,0.915010682128371,translational_only,0.813898463253766,0.993749382864656,1
16634,TRIM63,0.140571815595046,0.994406414200644,translational_only,NA,NA,1
16635,TRIM66,0.023310972764068,1,translational_only,0.452806172159161,0.927948637463443,1
16636,TRIM67,0.699584601346549,0.872497029785154,translational_only,NA,NA,1
16637,TRIM69,-2.33687649849226,0.119990270252209,both,0.869389612543797,0.994344153929159,1
16638,TRIM6-TRIM34,0,1,translational_only,NA,NA,1
16639,TRIM7,-1.54696557874757,0.678497086123629,both,0.552092822598197,0.953225893251692,1
16640,TRIM72,1.44098336333801,0.697228025998785,translational_only,NA,NA,1
16641,TRIM9,1.14180313041951,0.64230603018006,translational_only,0.640683551548251,0.972213618727502,-1
16642,TRIP13,-0.505467692776891,0.908976210879812,translational_only,0.384789609044728,0.89958696589202,1
16643,TRIQK,1.83239943044397,0.62709725417881,both,NA,NA,1
16644,TRMT10A,0.991470019659521,0.570114258660519,translational_only,0.287124926665938,0.835699135055592,-1
16645,TRO,-1.98743018192358,0.650355116581009,both,NA,NA,1
16646,TROAP,0.136136399539232,0.980652906773202,translational_only,0.462476850997969,0.930664271927658,-1
16647,TRPA1,0,1,translational_only,NA,NA,1
16648,TRPC1,1.93804526695343,0.457517864206069,both,NA,NA,1
16649,TRPC5,-0.817285523439743,0.909706728985605,translational_only,NA,NA,1
16650,TRPM1,-1.66805903209155,0.829231136596079,both,NA,NA,1
16651,TRPM2,-0.261484949408184,1,translational_only,NA,NA,1
16652,TRPM4,1.91703197664271,0.406917417595609,both,NA,NA,1
16653,TRPM5,0.902583195785757,0.879141602893374,translational_only,NA,NA,1
16654,TRPM6,-0.673100034057007,0.909726948621803,translational_only,NA,NA,1
16655,TRPM8,0,1,translational_only,NA,NA,1
16656,TRPS1,0.240003258386805,0.944108943966701,translational_only,0.145754191760738,0.650825029514128,-1
16657,TRPV1,-0.271400591699095,0.978460995443791,translational_only,0.627590233232252,0.970886938777152,-1
16658,TRPV3,-2.84797472164223,0.466250959866792,both,0.898965101837031,0.994746689651404,-1
16659,TRPV4,0.528006727040705,0.900496408981458,translational_only,NA,NA,1
16660,TSACC,-0.618897405730888,0.909999878385416,translational_only,NA,NA,1
16661,TSC22D1,-0.282537189390578,0.955882517870191,translational_only,0.319788156398747,0.860643080679023,1
16662,TSC22D1-AS1,0.260657454168076,0.979974309226978,translational_only,NA,NA,1
16663,TSEN2,0.171679976047743,0.961099131359679,translational_only,0.809218036103805,0.993749382864656,1
16664,TSGA10,0.931543439389074,0.666547142397533,translational_only,0.250772957780647,0.80150089356679,-1
16665,TSGA10IP,-0.709967416723263,0.918811648324316,translational_only,NA,NA,1
