,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
21196,SLC1A1,-3.77136816912251,1,both,NA,NA,1
21197,SLC1A2,0.156514920076373,1,translational_only,NA,NA,1
21198,SLC1A3,0.163847672086686,1,translational_only,NA,NA,1
21199,SLC1A4,0.143410879234065,1,translational_only,NA,NA,1
21200,SLC1A5,-0.003937101728915,1,translational_only,0.7228471426471,1,-1
21201,SLC1A6,0,1,translational_only,NA,NA,1
21202,SLC1A7,0,1,translational_only,NA,NA,1
21203,SLC20A1,0.0858588909213,1,translational_only,0.083201987263484,0.832640233634962,1
21204,SLC20A2,0.191764690728976,1,translational_only,0.953057510312551,1,-1
21205,SLC22A1,0,1,translational_only,NA,NA,1
21206,SLC22A10,0,1,translational_only,NA,NA,1
21207,SLC22A11,0,1,translational_only,NA,NA,1
21208,SLC22A12,0,1,translational_only,NA,NA,1
21209,SLC22A13,0,1,translational_only,NA,NA,1
21210,SLC22A14,0,1,translational_only,NA,NA,1
21211,SLC22A15,-1.50663648694752,1,both,NA,NA,1
21212,SLC22A16,0,1,translational_only,NA,NA,1
21213,SLC22A17,0,1,translational_only,NA,NA,1
21214,SLC22A18,1.33514895161445,1,translational_only,NA,NA,1
21215,SLC22A18AS,0.775222743571659,0.953481420898728,translational_only,0.323881361924474,1,-1
21216,SLC22A2,0,1,translational_only,NA,NA,1
21217,SLC22A20,3.63339901940011,1,both,NA,NA,1
21218,SLC22A23,-0.205772944533573,1,translational_only,0.300755416617256,1,1
21219,SLC22A24,0,1,translational_only,NA,NA,1
21220,SLC22A25,0,1,translational_only,NA,NA,1
21221,SLC22A3,-0.976153538426516,1,translational_only,NA,NA,1
21222,SLC22A31,-2.38300165193456,1,both,NA,NA,1
21223,SLC22A4,1.09963749597653,1,translational_only,NA,NA,1
21224,SLC22A5,-2.38396385240533,1,both,NA,NA,1
21225,SLC22A6,0,1,translational_only,NA,NA,1
21226,SLC22A7,0,1,translational_only,NA,NA,1
21227,SLC22A8,0,1,translational_only,NA,NA,1
21228,SLC22A9,1.25065190104534,1,translational_only,NA,NA,1
21229,SLC23A1,0.821075000317171,1,translational_only,0.678737279338782,1,-1
21230,SLC23A2,0.419923264322084,1,translational_only,NA,NA,1
21231,SLC23A3,0.163719751020461,1,translational_only,NA,NA,1
21232,SLC24A1,-0.094949797163669,1,translational_only,0.561692314648634,1,-1
21233,SLC24A2,0.10988015513965,1,translational_only,NA,NA,1
21234,SLC24A3,0,1,translational_only,NA,NA,1
21235,SLC24A4,-0.147741433026138,1,translational_only,0.880645678180763,1,1
21236,SLC24A5,0.209445892625778,1,translational_only,1,1,1
21237,SLC25A1,0.483356338844124,1,translational_only,NA,NA,1
21238,SLC25A10,1.63563699061885,1,both,NA,NA,1
21239,SLC25A11,0.917287392469097,1,translational_only,NA,NA,1
21240,SLC25A12,1.06317042744655,1,translational_only,NA,NA,1
21241,SLC25A13,0.92920893478027,1,translational_only,NA,NA,1
21242,SLC25A14,0.163331941412697,1,translational_only,NA,NA,1
21243,SLC25A15,-0.04194027340905,1,translational_only,0.971722709831405,1,-1
21244,SLC25A16,1.093582951914,1,translational_only,NA,NA,1
21245,SLC25A17,2.26641313990338,1,both,NA,NA,1
21246,SLC25A18,0.102038121436072,1,translational_only,0.190049137724146,1,-1
21247,SLC25A19,0.022947194518348,1,translational_only,0.765744871201676,1,-1
21248,SLC25A2,0,1,translational_only,NA,NA,1
21249,SLC25A20,-0.147431297160491,1,translational_only,NA,NA,1
21250,SLC25A21,-0.359713280280902,1,translational_only,0.987875940676684,1,-1
21251,SLC25A21-AS1,0.371567391750589,1,translational_only,NA,NA,1
21252,SLC25A22,-0.079773933389563,1,translational_only,0.33089198053088,1,1
21253,SLC25A23,0.782779424302569,1,translational_only,NA,NA,1
21254,SLC25A24,1.0004327926652,1,translational_only,NA,NA,1
21255,SLC25A25,0.000609285833394,1,translational_only,0.647084152184898,1,-1
21256,SLC25A25-AS1,0.030284544624358,1,translational_only,0.911867089209618,1,1
21257,SLC25A26,0.642825949099919,1,translational_only,NA,NA,1
21258,SLC25A27,-2.38300322270877,1,both,NA,NA,1
21259,SLC25A28,-4.93508644554709,1,both,NA,NA,1
21260,SLC25A29,0.161151511575272,1,translational_only,NA,NA,1
21261,SLC25A3,0.383888863772016,1,translational_only,1,1,1
21262,SLC25A30,-1.47958361755334,1,translational_only,NA,NA,1
21263,SLC25A30-AS1,0.813221394886704,1,translational_only,NA,NA,1
21264,SLC25A31,0,1,translational_only,NA,NA,1
21265,SLC25A32,-0.269462747416199,1,translational_only,0.300086967362374,1,1
21266,SLC25A33,-0.116949441508899,1,translational_only,NA,NA,1
21267,SLC25A34,-0.228306947401524,1,translational_only,0.681829939330391,1,1
21268,SLC25A35,-0.287488935531841,1,translational_only,0.594090916412492,1,-1
21269,SLC25A36,0.019211122848494,1,translational_only,NA,NA,1
21270,SLC25A37,-0.998650095171234,1,translational_only,NA,NA,1
21271,SLC25A38,-0.466973580301715,1,translational_only,0.048721753069864,0.663342169973023,1
21272,SLC25A39,0.246664471994042,1,translational_only,NA,NA,1
21273,SLC25A3P1,0,1,translational_only,NA,NA,1
21274,SLC25A4,-0.152613936988574,1,translational_only,0.599158414623288,1,1
21275,SLC25A40,0.785880874756592,1,translational_only,NA,NA,1
21276,SLC25A41,0.721933755526575,1,translational_only,NA,NA,1
21277,SLC25A42,0,1,translational_only,NA,NA,1
21278,SLC25A43,-0.144208922749443,1,translational_only,NA,NA,1
21279,SLC25A44,-0.758908490350942,1,translational_only,NA,NA,1
21280,SLC25A45,0.264950793520835,1,translational_only,NA,NA,1
21281,SLC25A46,-0.33611078521941,1,translational_only,NA,NA,1
21282,SLC25A47,2.26641934631793,1,both,NA,NA,1
21283,SLC25A48,0,1,translational_only,NA,NA,1
21284,SLC25A5,0.914788739658386,1,translational_only,0.808435557158468,1,-1
21285,SLC25A5-AS1,-0.168279293360146,1,translational_only,1,1,1
21286,SLC25A51,0.32990184390712,1,translational_only,0.672064847986375,1,-1
21287,SLC25A51P1,0,1,translational_only,NA,NA,1
21288,SLC25A52,0,1,translational_only,NA,NA,1
21289,SLC25A53,-0.070594810636455,1,translational_only,NA,NA,1
21290,SLC25A6,-0.194223117863504,1,translational_only,0.084934441526439,0.834541466823368,1
21291,SLC26A1,-0.0390174534505,1,translational_only,0.834228862057231,1,-1
21292,SLC26A10,0.197888112255861,1,translational_only,1,1,1
21293,SLC26A11,3.63399552352305,1,both,NA,NA,1
21294,SLC26A2,0.533848578489778,1,translational_only,NA,NA,1
21295,SLC26A3,-0.667741916140457,1,translational_only,NA,NA,1
21296,SLC26A4,0.01034762377103,1,translational_only,NA,NA,1
21297,SLC26A4-AS1,-0.976153646776226,1,translational_only,NA,NA,1
21298,SLC26A5,0.24631533266764,1,translational_only,NA,NA,1
21299,SLC26A6,1.72243027493022,1,both,NA,NA,1
21300,SLC26A7,0,1,translational_only,NA,NA,1
21301,SLC26A8,0.803010888673143,1,translational_only,NA,NA,1
21302,SLC26A9,0,1,translational_only,NA,NA,1
21303,SLC27A1,-0.152097799401079,1,translational_only,0.443978905569438,1,1
21304,SLC27A2,0,1,translational_only,NA,NA,1
21305,SLC27A3,2.26207438979832,1,both,NA,NA,1
21306,SLC27A4,0.562147256498374,1,translational_only,NA,NA,1
21307,SLC27A5,-2.38300479022892,1,both,NA,NA,1
21308,SLC27A6,0,1,translational_only,NA,NA,1
21309,SLC28A1,0,1,translational_only,NA,NA,1
21310,SLC28A2,-0.697558935972319,1,translational_only,NA,NA,1
21311,SLC28A3,0,1,translational_only,NA,NA,1
21312,SLC29A1,0.562151230429227,1,translational_only,NA,NA,1
21313,SLC29A2,0.962306959178627,1,translational_only,0.176738009740562,1,-1
21314,SLC29A3,0,1,translational_only,NA,NA,1
21315,SLC29A4,0,1,translational_only,NA,NA,1
21316,SLC2A1,-0.373925579873293,1,translational_only,0.621574559670748,1,1
21317,SLC2A1-AS1,1.26445140714039,1,translational_only,NA,NA,1
21318,SLC2A10,-0.665700765040096,1,translational_only,NA,NA,1
21319,SLC2A11,-0.554464361143593,1,translational_only,NA,NA,1
21320,SLC2A12,0.101940517633082,1,translational_only,0.532941397796518,1,-1
21321,SLC2A13,-0.663804747213367,1,translational_only,NA,NA,1
21322,SLC2A14,0.780975085744561,1,translational_only,NA,NA,1
21323,SLC2A2,0,1,translational_only,NA,NA,1
21324,SLC2A3,-0.307556287749706,1,translational_only,NA,NA,1
21325,SLC2A4,-0.330474676574827,1,translational_only,NA,NA,1
21326,SLC2A4RG,0.61871847351448,1,translational_only,NA,NA,1
21327,SLC2A5,0,1,translational_only,NA,NA,1
21328,SLC2A6,0.000316744873692,1,translational_only,NA,NA,1
21329,SLC2A7,0,1,translational_only,NA,NA,1
21330,SLC2A8,2.26208623648776,1,both,NA,NA,1
21331,SLC2A9,0,1,translational_only,NA,NA,1
21332,SLC30A1,-0.858237825787209,1,translational_only,NA,NA,1
21333,SLC30A10,0,1,translational_only,NA,NA,1
21334,SLC30A2,2.26209806709771,1,both,NA,NA,1
21335,SLC30A3,0,1,translational_only,NA,NA,1
21336,SLC30A4,-1.5079105072341,1,both,NA,NA,1
21337,SLC30A5,-0.10127198744628,1,translational_only,0.501464217619972,1,1
21338,SLC30A6,0.41722192899243,1,translational_only,0.902661785244741,1,-1
21339,SLC30A7,-0.284910338680925,1,translational_only,NA,NA,1
21340,SLC30A8,0.703324741901198,1,translational_only,NA,NA,1
21341,SLC30A9,0.724071190077687,1,translational_only,NA,NA,1
21342,SLC31A1,-0.079558049106344,1,translational_only,0.965691335549971,1,1
21343,SLC31A2,0.221475460164345,1,translational_only,0.69931055265938,1,-1
21344,SLC32A1,0,1,translational_only,NA,NA,1
21345,SLC33A1,0.07196988727614,1,translational_only,NA,NA,1
21346,SLC34A1,0,1,translational_only,NA,NA,1
21347,SLC34A2,2.26210988364751,1,both,NA,NA,1
21348,SLC34A3,-0.144577601969633,1,translational_only,NA,NA,1
21349,SLC35A1,0.182574980196981,1,translational_only,0.835748923316434,1,1
21350,SLC35A2,-0.1834884423735,1,translational_only,0.19398797261694,1,1
21351,SLC35A3,1.24939359019448,1,translational_only,NA,NA,1
21352,SLC35A4,0.591203147805963,1,translational_only,NA,NA,1
21353,SLC35A5,0.304474465789252,1,translational_only,NA,NA,1
21354,SLC35B1,2.57392185445477,1,both,NA,NA,1
21355,SLC35B2,0.302583465641301,1,translational_only,NA,NA,1
21356,SLC35B3,-0.120918743146906,1,translational_only,NA,NA,1
21357,SLC35B4,0.343573537355771,1,translational_only,0.382034623646076,1,-1
21358,SLC35C1,-0.30989246027984,1,translational_only,NA,NA,1
21359,SLC35C2,-1.41382696799712,1,translational_only,NA,NA,1
21360,SLC35D1,-0.627857630139526,1,translational_only,NA,NA,1
21361,SLC35D2,0.327904131769536,1,translational_only,NA,NA,1
21362,SLC35D3,0,1,translational_only,NA,NA,1
21363,SLC35E1,0.289659694099035,1,translational_only,0.544106870539995,1,-1
21364,SLC35E2,-0.149820952978144,1,translational_only,0.365514660610703,1,-1
21365,SLC35E2B,-0.084628952485203,1,translational_only,0.747916917366717,1,-1
21366,SLC35E3,0.846837644755715,1,translational_only,0.067368785926641,0.754530402378376,-1
21367,SLC35E4,-0.69933709417808,1,translational_only,NA,NA,1
21368,SLC35F1,0.629334469216707,1,translational_only,NA,NA,1
21369,SLC35F2,1.07253465812786,1,translational_only,NA,NA,1
21370,SLC35F3,-0.116946001060973,1,translational_only,NA,NA,1
21371,SLC35F4,-3.23632782496992,1,both,NA,NA,1
21372,SLC35F5,0.72193390439045,1,translational_only,NA,NA,1
21373,SLC35F6,-0.298450516310792,1,translational_only,0.667563243253156,1,1
21374,SLC35G1,1.01095838426365,1,translational_only,NA,NA,1
21375,SLC35G2,0.673825850848262,1,translational_only,NA,NA,1
21376,SLC35G3,0.106211442011112,1,translational_only,NA,NA,1
21377,SLC35G4,0,1,translational_only,NA,NA,1
21378,SLC35G5,3.09559621834819,1,both,NA,NA,1
21379,SLC35G6,0.834152621186239,1,translational_only,NA,NA,1
21380,SLC36A1,-0.144207886816401,1,translational_only,NA,NA,1
21381,SLC36A2,0.306895924653582,1,translational_only,0.218038753590839,1,-1
21382,SLC36A3,-0.120920689855612,1,translational_only,NA,NA,1
21383,SLC36A4,-0.976157423378433,1,translational_only,NA,NA,1
21384,SLC37A1,0,1,translational_only,NA,NA,1
21385,SLC37A2,0.207605402307195,1,translational_only,0.927136641155809,1,-1
21386,SLC37A3,0.505124172979602,1,translational_only,NA,NA,1
21387,SLC37A4,1.94036997606742,1,both,NA,NA,1
21388,SLC38A1,0.269973307138498,1,translational_only,0.454551023944686,1,-1
21389,SLC38A10,0.337955311590439,1,translational_only,0.370693503852328,1,-1
21390,SLC38A11,0,1,translational_only,NA,NA,1
21391,SLC38A2,0.087458063302906,1,translational_only,0.850687214671946,1,-1
21392,SLC38A3,0,1,translational_only,NA,NA,1
21393,SLC38A4,2.26210619939868,1,both,NA,NA,1
21394,SLC38A5,-0.971943245689574,1,translational_only,NA,NA,1
21395,SLC38A6,-1.31467040733059,0.911536209754565,translational_only,NA,NA,1
21396,SLC38A7,-3.23632924956854,1,both,NA,NA,1
21397,SLC38A8,0,1,translational_only,NA,NA,1
21398,SLC38A9,1.91496985369841,1,both,NA,NA,1
21399,SLC39A1,-0.17765920079934,1,translational_only,0.514353733791805,1,1
21400,SLC39A10,1.69963928429955,1,both,NA,NA,1
21401,SLC39A11,-0.129916412742429,1,translational_only,NA,NA,1
21402,SLC39A12,0,1,translational_only,NA,NA,1
21403,SLC39A12-AS1,-0.974507047066827,1,translational_only,NA,NA,1
21404,SLC39A13,0.816724715505868,1,translational_only,NA,NA,1
21405,SLC39A14,0.30206410012213,1,translational_only,NA,NA,1
21406,SLC39A2,0,1,translational_only,NA,NA,1
21407,SLC39A3,0.391855534577336,1,translational_only,NA,NA,1
21408,SLC39A4,0,1,translational_only,NA,NA,1
21409,SLC39A5,0.440516897632029,1,translational_only,0.807297447685683,1,-1
21410,SLC39A6,1.35472259429197,0.359545869109493,translational_only,7.23991136661883E-05,0.01256848613245,-1
21411,SLC39A7,0.207252354434171,1,translational_only,0.258518906867197,1,1
21412,SLC39A8,-0.000849128915652,1,translational_only,NA,NA,1
21413,SLC39A9,0.293784383298043,1,translational_only,0.880667969162609,1,1
21414,SLC3A1,-0.060995710994238,1,translational_only,0.884072157101594,1,1
21415,SLC3A2,-0.431930082825207,1,translational_only,NA,NA,1
21416,SLC40A1,0,1,translational_only,NA,NA,1
21417,SLC41A1,0.372380286435184,1,translational_only,NA,NA,1
21418,SLC41A2,-0.011009722490433,1,translational_only,NA,NA,1
21419,SLC41A3,0.163846935629868,1,translational_only,NA,NA,1
21420,SLC43A1,-1.89468712091096,1,both,NA,NA,1
21421,SLC43A2,0,1,translational_only,NA,NA,1
21422,SLC43A3,0.305468813770184,1,translational_only,NA,NA,1
21423,SLC44A1,1.69890534231613,0.549556282629635,both,NA,NA,1
21424,SLC44A2,0.782774656037887,1,translational_only,NA,NA,1
21425,SLC44A3,0.110091644670005,1,translational_only,NA,NA,1
21426,SLC44A4,0.690591470872858,1,translational_only,NA,NA,1
21427,SLC44A5,0.721934052935462,1,translational_only,NA,NA,1
21428,SLC45A1,0,1,translational_only,NA,NA,1
21429,SLC45A2,0,1,translational_only,NA,NA,1
21430,SLC45A3,0.780975085744561,1,translational_only,NA,NA,1
21431,SLC45A4,3.10548981321731,1,both,NA,NA,1
21432,SLC46A1,-0.143884134160638,1,translational_only,0.574778072278368,1,-1
21433,SLC46A2,-0.010402988004901,1,translational_only,0.736418641842537,1,1
21434,SLC46A3,3.63399381135085,1,both,NA,NA,1
21435,SLC47A1,0.090312042309298,1,translational_only,NA,NA,1
21436,SLC47A2,0.424402639206094,1,translational_only,NA,NA,1
21437,SLC48A1,0.075377709752227,1,translational_only,0.763556813195887,1,1
21438,SLC4A1,-0.090182393634173,1,translational_only,0.325843659833695,1,1
21439,SLC4A10,0,1,translational_only,NA,NA,1
21440,SLC4A11,-0.244096969165724,1,translational_only,NA,NA,1
21441,SLC4A1AP,-0.181673206576142,1,translational_only,0.774540255328285,1,1
21442,SLC4A2,-0.064676549241927,1,translational_only,0.277218026998669,1,1
21443,SLC4A3,2.08794628171742,1,both,NA,NA,1
21444,SLC4A4,0,1,translational_only,NA,NA,1
21445,SLC4A5,-0.184060808216631,1,translational_only,1,1,1
21446,SLC4A7,0.939174433469478,1,translational_only,NA,NA,1
21447,SLC4A8,-0.135209485383736,1,translational_only,NA,NA,1
21448,SLC4A9,-3.23817206291274,1,both,NA,NA,1
21449,SLC50A1,-0.109436096294996,1,translational_only,0.872121758568265,1,-1
21450,SLC51A,-0.426929238587758,1,translational_only,0.258210348476925,1,1
21451,SLC51B,0,1,translational_only,NA,NA,1
21452,SLC52A1,0.820695314048013,1,translational_only,NA,NA,1
21453,SLC52A2,-0.856747199215463,1,translational_only,NA,NA,1
21454,SLC52A3,0,1,translational_only,NA,NA,1
21455,SLC5A1,2.2664255358387,1,both,NA,NA,1
21456,SLC5A10,-0.313519083198638,1,translational_only,0.808435557159954,1,-1
21457,SLC5A11,-0.138514123371526,1,translational_only,NA,NA,1
21458,SLC5A12,0,1,translational_only,NA,NA,1
21459,SLC5A2,-0.421961226316548,1,translational_only,0.808435557159954,1,1
21460,SLC5A3,0.997612402368761,1,translational_only,NA,NA,1
21461,SLC5A4,-2.38300091530347,1,both,NA,NA,1
21462,SLC5A5,-0.182896034595881,1,translational_only,0.905463102428681,1,1
21463,SLC5A6,-0.424115949584414,1,translational_only,0.529157902549437,1,1
21464,SLC5A7,0,1,translational_only,NA,NA,1
21465,SLC5A8,0,1,translational_only,NA,NA,1
21466,SLC5A9,0.767730291118002,1,translational_only,0.654003297477297,1,-1
21467,SLC6A1,0,1,translational_only,NA,NA,1
21468,SLC6A1-AS1,0,1,translational_only,NA,NA,1
21469,SLC6A10P,2.18955994430481,1,both,NA,NA,1
21470,SLC6A11,0,1,translational_only,NA,NA,1
21471,SLC6A12,0,1,translational_only,NA,NA,1
21472,SLC6A13,0,1,translational_only,NA,NA,1
21473,SLC6A14,0.552309657718998,1,translational_only,NA,NA,1
21474,SLC6A15,-0.103268399769201,1,translational_only,0.614517519069072,1,1
21475,SLC6A16,0,1,translational_only,NA,NA,1
21476,SLC6A17,-0.137374967790541,1,translational_only,NA,NA,1
21477,SLC6A18,0,1,translational_only,NA,NA,1
21478,SLC6A19,0,1,translational_only,NA,NA,1
21479,SLC6A2,0,1,translational_only,NA,NA,1
21480,SLC6A20,0.637132224265763,1,translational_only,0.432898247415893,1,-1
21481,SLC6A3,0,1,translational_only,NA,NA,1
21482,SLC6A4,0.204081540483688,1,translational_only,NA,NA,1
21483,SLC6A5,0,1,translational_only,NA,NA,1
21484,SLC6A6,0.138163291061449,1,translational_only,0.523427518283124,1,-1
21485,SLC6A7,0,1,translational_only,NA,NA,1
21486,SLC6A8,-0.254697792131447,1,translational_only,0.583774882072195,1,1
21487,SLC6A9,-0.237513327326549,1,translational_only,0.772330393264421,1,1
21488,SLC7A1,0.070989572820493,1,translational_only,0.087555748996156,0.836679524352256,-1
21489,SLC7A10,0,1,translational_only,NA,NA,1
21490,SLC7A11,0.022523232826377,1,translational_only,0.992963210777718,1,-1
21491,SLC7A11-AS1,0.649128058130544,1,translational_only,0.692848146844089,1,-1
21492,SLC7A13,0,1,translational_only,NA,NA,1
21493,SLC7A14,0.784239391064572,1,translational_only,0.428140940720107,1,-1
21494,SLC7A2,-1.50791924057512,1,both,NA,NA,1
21495,SLC7A3,0,1,translational_only,NA,NA,1
21496,SLC7A4,3.10548981321731,1,both,NA,NA,1
21497,SLC7A5,0.455339645384751,1,translational_only,0.645006812139379,1,-1
21498,SLC7A5P1,0,1,translational_only,NA,NA,1
21499,SLC7A5P2,0.470806781455443,1,translational_only,NA,NA,1
21500,SLC7A6,-0.039579263227031,1,translational_only,0.486251352544236,1,-1
21501,SLC7A6OS,0.068476589496475,1,translational_only,0.519346382044677,1,-1
21502,SLC7A7,0.005208326372373,1,translational_only,0.389528550615552,1,1
21503,SLC7A8,0,1,translational_only,NA,NA,1
21504,SLC7A9,0,1,translational_only,NA,NA,1
21505,SLC8A1,0.571286354175595,1,translational_only,0.048782651900858,0.663342169973023,-1
21506,SLC8A1-AS1,1.24962618715386,1,translational_only,NA,NA,1
21507,SLC8A2,0,1,translational_only,NA,NA,1
21508,SLC8A3,0.06854964701781,1,translational_only,NA,NA,1
21509,SLC8B1,-4.45985633729065,1,both,NA,NA,1
21510,SLC9A1,0.41120594763717,1,translational_only,NA,NA,1
21511,SLC9A2,0.830089093349684,1,translational_only,NA,NA,1
21512,SLC9A3,0.659886171149847,1,translational_only,0.566737666969598,1,-1
21513,SLC9A3R1,-0.959642042429484,1,translational_only,NA,NA,1
21514,SLC9A3R2,0.051521806825774,1,translational_only,NA,NA,1
21515,SLC9A4,1.23757599316776,0.658384867622073,translational_only,NA,NA,1
21516,SLC9A5,-0.096765477750187,1,translational_only,0.413445627683978,1,-1
21517,SLC9A6,2.59188191763849,1,both,NA,NA,1
21518,SLC9A7,-0.542616113040716,1,translational_only,0.342462312194292,1,1
21519,SLC9A7P1,0.729513156013915,1,translational_only,NA,NA,1
21520,SLC9A8,0.825646988167842,1,translational_only,NA,NA,1
21521,SLC9A9,0,1,translational_only,NA,NA,1
21522,SLC9A9-AS1,0,1,translational_only,NA,NA,1
21523,SLC9B1,-0.370733449694114,1,translational_only,1,1,1
21524,SLC9B2,-0.77509825934867,1,translational_only,NA,NA,1
21525,SLC9C1,1.33211767465643,1,translational_only,NA,NA,1
21526,SLC9C2,2.26641373187658,1,both,NA,NA,1
21527,SLCO1A2,-0.220210849609054,1,translational_only,NA,NA,1
21528,SLCO1B1,0,1,translational_only,NA,NA,1
21529,SLCO1B3,0.716376867108876,1,translational_only,NA,NA,1
