,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
12683,LRIG2,-0.66580223957822,1,translational_only,NA,NA,1
12684,LRIG3,-0.974501760896042,1,translational_only,NA,NA,1
12685,LRIT1,0,1,translational_only,NA,NA,1
12686,LRIT2,0,1,translational_only,NA,NA,1
12687,LRIT3,0,1,translational_only,NA,NA,1
12688,LRMP,0,1,translational_only,NA,NA,1
12689,LRP1,-0.466098644566316,1,translational_only,NA,NA,1
12690,LRP1-AS,0.071335738859182,1,translational_only,1,1,1
12691,LRP10,0.126299781952503,1,translational_only,NA,NA,1
12692,LRP11,0.625343743111724,1,translational_only,0.126717113122103,0.957826886995515,-1
12693,LRP12,-0.273637293853117,1,translational_only,NA,NA,1
12694,LRP1B,-2.38305304783271,1,both,NA,NA,1
12695,LRP2,-3.23817197978371,1,both,NA,NA,1
12696,LRP2BP,0.317993165114321,1,translational_only,0.277134982466297,1,-1
12697,LRP3,0,1,translational_only,NA,NA,1
12698,LRP4,-0.495785439533112,1,translational_only,NA,NA,1
12699,LRP4-AS1,0.416663919522253,1,translational_only,0.621574559672115,1,-1
12700,LRP5,-0.530271168347271,1,translational_only,NA,NA,1
12701,LRP5L,0,1,translational_only,NA,NA,1
12702,LRP6,0.960511671137491,1,translational_only,NA,NA,1
12703,LRP8,0.056175919998338,1,translational_only,0.399186948357804,1,1
12704,LRPAP1,0.10531118937232,1,translational_only,0.952639950267921,1,-1
12705,LRPPRC,0.094631524677626,1,translational_only,0.344469636207997,1,1
12706,LRR1,-0.719880642102579,1,translational_only,NA,NA,1
12707,LRRC1,1.33515276035569,1,translational_only,NA,NA,1
12708,LRRC10,-0.131873833626313,1,translational_only,NA,NA,1
12709,LRRC10B,0,1,translational_only,NA,NA,1
12710,LRRC14,0.526244163081652,1,translational_only,0.336022162989495,1,-1
12711,LRRC14B,0.721932281053311,1,translational_only,NA,NA,1
12712,LRRC15,0.395181095540983,1,translational_only,NA,NA,1
12713,LRRC16A,1.00783242414235,1,translational_only,NA,NA,1
12714,LRRC16B,-2.38305322704392,1,both,NA,NA,1
12715,LRRC17,-0.121014813082809,1,translational_only,NA,NA,1
12716,LRRC18,0,1,translational_only,NA,NA,1
12717,LRRC19,0.378958909919761,1,translational_only,NA,NA,1
12718,LRRC2,0.092224875044037,1,translational_only,0.988896417311121,1,-1
12719,LRRC2-AS1,0,1,translational_only,NA,NA,1
12720,LRRC20,2.26240364523272,1,both,NA,NA,1
12721,LRRC23,-0.149272726603368,1,translational_only,NA,NA,1
12722,LRRC24,0.024953670626386,1,translational_only,0.465030767224497,1,-1
12723,LRRC25,0.832743331451131,1,translational_only,NA,NA,1
12724,LRRC26,0,1,translational_only,NA,NA,1
12725,LRRC27,-0.191625275617303,1,translational_only,0.494600109361985,1,1
12726,LRRC28,3.6168532760552,1,both,NA,NA,1
12727,LRRC29,0.397611772719011,1,translational_only,NA,NA,1
12728,LRRC3,0.821389286725718,1,translational_only,NA,NA,1
12729,LRRC3-AS1,0,1,translational_only,NA,NA,1
12730,LRRC30,0,1,translational_only,NA,NA,1
12731,LRRC31,0,1,translational_only,NA,NA,1
12732,LRRC32,0,1,translational_only,NA,NA,1
12733,LRRC34,0.953368739748085,1,translational_only,NA,NA,1
12734,LRRC36,0,1,translational_only,NA,NA,1
12735,LRRC37A,0.260710996332739,1,translational_only,0.754059166834565,1,1
12736,LRRC37A11P,0,1,translational_only,NA,NA,1
12737,LRRC37A2,0.009830452487114,1,translational_only,0.580569857178897,1,1
12738,LRRC37A3,-0.007318450983576,1,translational_only,0.929063363019077,1,1
12739,LRRC37A4P,-0.08665605359997,1,translational_only,0.808435557159954,1,-1
12740,LRRC37A5P,0,1,translational_only,NA,NA,1
12741,LRRC37A6P,0.608972488938081,1,translational_only,0.524348079404706,1,-1
12742,LRRC37A8P,0,1,translational_only,NA,NA,1
12743,LRRC37B,-2.38305340595972,1,both,NA,NA,1
12744,LRRC37BP1,0.191068142545463,1,translational_only,0.85871017926864,1,-1
12745,LRRC38,0,1,translational_only,NA,NA,1
12746,LRRC39,0.035493151767485,1,translational_only,0.884072157101594,1,-1
12747,LRRC3B,0,1,translational_only,NA,NA,1
12748,LRRC3C,0,1,translational_only,NA,NA,1
12749,LRRC4,-0.663447948796772,1,translational_only,NA,NA,1
12750,LRRC40,-1.35794462270245,1,translational_only,NA,NA,1
12751,LRRC41,-0.036057423180774,1,translational_only,0.264765445593161,1,1
12752,LRRC42,0.794444223136988,1,translational_only,NA,NA,1
12753,LRRC43,-2.38393953880308,1,both,NA,NA,1
12754,LRRC45,0.416764711765362,1,translational_only,NA,NA,1
12755,LRRC46,-0.363287499293821,1,translational_only,0.7447748656647,1,-1
12756,LRRC47,0.232572215978519,1,translational_only,0.803904802514672,1,-1
12757,LRRC48,0.22171864641982,1,translational_only,0.031349458139152,0.553837144473363,-1
12758,LRRC49,-0.146421496225503,1,translational_only,0.725180403403689,1,1
12759,LRRC4B,-3.77136980731556,1,both,NA,NA,1
12760,LRRC4C,0,1,translational_only,NA,NA,1
12761,LRRC52,0,1,translational_only,NA,NA,1
12762,LRRC55,0,1,translational_only,NA,NA,1
12763,LRRC56,1.63384124138437,1,both,NA,NA,1
12764,LRRC57,0.059531276985305,1,translational_only,0.987326821762928,1,1
12765,LRRC58,0.172907593737809,1,translational_only,0.767313140685597,1,1
12766,LRRC59,-0.099853976358023,1,translational_only,0.546646467007432,1,1
12767,LRRC6,0,1,translational_only,NA,NA,1
12768,LRRC61,-0.138349448111896,1,translational_only,NA,NA,1
12769,LRRC63,0,1,translational_only,NA,NA,1
12770,LRRC66,1.65357550320021,1,both,NA,NA,1
12771,LRRC69,0,1,translational_only,NA,NA,1
12772,LRRC7,0,1,translational_only,NA,NA,1
12773,LRRC70,0,1,translational_only,NA,NA,1
12774,LRRC71,0.628093811960545,1,translational_only,NA,NA,1
12775,LRRC72,0,1,translational_only,NA,NA,1
12776,LRRC73,0,1,translational_only,NA,NA,1
12777,LRRC74A,-2.38393930424083,1,both,NA,NA,1
12778,LRRC74B,0.009668670324912,1,translational_only,0.926136374191417,1,-1
12779,LRRC75A,-0.532319870130424,1,translational_only,0.808435557159954,1,-1
12780,LRRC75A-AS1,0.207975105236801,1,translational_only,NA,NA,1
12781,LRRC75B,0,1,translational_only,NA,NA,1
12782,LRRC8A,0.652476852010426,1,translational_only,0.130923156218549,0.97267874120714,-1
12783,LRRC8B,0.369881967130982,1,translational_only,NA,NA,1
12784,LRRC8C,0.782787928445833,1,translational_only,NA,NA,1
12785,LRRC8D,-0.126482135602743,1,translational_only,NA,NA,1
12786,LRRC8E,-0.488925177787885,1,translational_only,NA,NA,1
12787,LRRC9,2.26241075029514,1,both,NA,NA,1
12788,LRRCC1,2.26653360352142,1,both,NA,NA,1
12789,LRRD1,0,1,translational_only,NA,NA,1
12790,LRRFIP1,0.304668383085355,1,translational_only,0.641237753523273,1,-1
12791,LRRFIP2,0.263229312177197,1,translational_only,0.38058299061589,1,-1
12792,LRRIQ1,0,1,translational_only,NA,NA,1
12793,LRRIQ3,3.11498106551609,1,both,NA,NA,1
12794,LRRIQ4,0,1,translational_only,NA,NA,1
12795,LRRK1,-0.68428835032398,1,translational_only,NA,NA,1
12796,LRRK2,2.26241787772537,1,both,NA,NA,1
12797,LRRN1,0,1,translational_only,NA,NA,1
12798,LRRN2,0.80447338453588,1,translational_only,NA,NA,1
12799,LRRN3,-1.0877141917813,1,translational_only,NA,NA,1
12800,LRRN4,-0.116904694000276,1,translational_only,NA,NA,1
12801,LRRN4CL,-0.250770356737331,1,translational_only,NA,NA,1
12802,LRRTM1,0,1,translational_only,NA,NA,1
12803,LRRTM2,0.270743588975949,1,translational_only,NA,NA,1
12804,LRRTM3,0,1,translational_only,NA,NA,1
12805,LRRTM4,0,1,translational_only,NA,NA,1
12806,LRSAM1,0.042710358159986,1,translational_only,0.840193911928775,1,-1
12807,LRTM1,0,1,translational_only,NA,NA,1
12808,LRTM2,0,1,translational_only,NA,NA,1
12809,LRTOMT,-0.06647080056746,1,translational_only,0.697828241574304,1,-1
12810,LRWD1,0.264666660931796,1,translational_only,0.75532407163093,1,1
12811,LSAMP,0.858470758667937,1,translational_only,0.003053561916425,0.187093534832274,-1
12812,LSAMP-AS1,-1.50936864356077,1,both,NA,NA,1
12813,LSG1,0.232885514180125,1,translational_only,0.928409963143292,1,-1
12814,LSM1,0.087017426239993,1,translational_only,NA,NA,1
12815,LSM10,-3.77114425983599,1,both,NA,NA,1
12816,LSM11,-0.14836634979485,1,translational_only,NA,NA,1
12817,LSM12,-0.252501647588471,1,translational_only,NA,NA,1
12818,LSM14A,-0.211967399014767,1,translational_only,NA,NA,1
12819,LSM14B,0.06592335211551,1,translational_only,0.561537989180728,1,1
12820,LSM2,1.73161002526966,1,both,NA,NA,1
12821,LSM3,0.433602829175259,1,translational_only,0.175265915605682,1,-1
12822,LSM4,0.211255494968386,1,translational_only,NA,NA,1
12823,LSM5,-0.141383208783491,1,translational_only,NA,NA,1
12824,LSM6,0.569329741129772,1,translational_only,NA,NA,1
12825,LSM7,0.00926504454606,1,translational_only,NA,NA,1
12826,LSM8,0.809669764135313,1,translational_only,0.026044697056864,0.523644332271317,-1
12827,LSMEM1,0,1,translational_only,NA,NA,1
12828,LSMEM2,-0.318876522108251,1,translational_only,1,1,1
12829,LSP1,0,1,translational_only,NA,NA,1
12830,LSP1P3,0,1,translational_only,NA,NA,1
12831,LSR,0.036925637327283,1,translational_only,0.76751935986734,1,-1
12832,LSS,0.372531555056393,1,translational_only,NA,NA,1
12833,LST1,0,1,translational_only,NA,NA,1
12834,LTA,0,1,translational_only,NA,NA,1
12835,LTA4H,0.17723217383241,1,translational_only,0.866065469803181,1,-1
12836,LTB,0.395176548128652,1,translational_only,NA,NA,1
12837,LTB4R,0.019987738741093,1,translational_only,NA,NA,1
12838,LTB4R2,3.10548981321731,1,both,NA,NA,1
12839,LTBP1,1.12805592285782,1,translational_only,NA,NA,1
12840,LTBP2,0.262283506657284,1,translational_only,0.595568758385249,1,-1
12841,LTBP3,-0.166847412673207,1,translational_only,0.692677093395364,1,1
12842,LTBP4,-0.143380747952148,1,translational_only,NA,NA,1
12843,LTBR,-0.330676410966547,1,translational_only,NA,NA,1
12844,LTC4S,0,1,translational_only,NA,NA,1
12845,LTF,0,1,translational_only,NA,NA,1
12846,LTK,-0.121010697617453,1,translational_only,NA,NA,1
12847,LTN1,0.133225725364072,1,translational_only,NA,NA,1
12848,LTV1,0.44205244058755,1,translational_only,0.471441053074848,1,-1
12849,LUC7L,0.369797851226728,1,translational_only,NA,NA,1
12850,LUC7L2,0.070294947457487,1,translational_only,NA,NA,1
12851,LUC7L3,0.220760792457891,1,translational_only,0.705966586536308,1,-1
12852,LUCAT1,3.10548981321731,1,both,NA,NA,1
12853,LUM,1.24938977681475,1,translational_only,NA,NA,1
12854,LUNAR1,0,1,translational_only,NA,NA,1
12855,LURAP1,0.430722034826639,1,translational_only,NA,NA,1
12856,LURAP1L,0,1,translational_only,NA,NA,1
12857,LURAP1L-AS1,-0.663212498545025,1,translational_only,NA,NA,1
12858,LUZP1,-0.098790671566097,1,translational_only,NA,NA,1
12859,LUZP2,0.098078871057328,1,translational_only,NA,NA,1
12860,LUZP4,0,1,translational_only,NA,NA,1
12861,LUZP6,0,1,translational_only,NA,NA,1
12862,LVCAT1,0,1,translational_only,NA,NA,1
12863,LVCAT5,0,1,translational_only,NA,NA,1
12864,LVCAT8,0,1,translational_only,NA,NA,1
12865,LVRN,0,1,translational_only,NA,NA,1
12866,LXN,1.6383763984248,1,both,NA,NA,1
12867,LY6D,0,1,translational_only,NA,NA,1
12868,LY6E,3.63399602017071,1,both,NA,NA,1
12869,LY6G5B,0,1,translational_only,NA,NA,1
12870,LY6G5C,1.50923182919128,1,both,NA,NA,1
12871,LY6G6C,3.61686967413999,1,both,NA,NA,1
12872,LY6G6D,0,1,translational_only,NA,NA,1
12873,LY6G6E,3.09546816387762,1,both,NA,NA,1
12874,LY6G6F,0,1,translational_only,NA,NA,1
12875,LY6H,0,1,translational_only,NA,NA,1
12876,LY6K,0.427056589145673,1,translational_only,0.278656295018676,1,-1
12877,LY75,0.010130644898794,1,translational_only,NA,NA,1
12878,LY75-CD302,0,1,translational_only,NA,NA,1
12879,LY86,0,1,translational_only,NA,NA,1
12880,LY86-AS1,0,1,translational_only,NA,NA,1
12881,LY9,0,1,translational_only,NA,NA,1
12882,LY96,0,1,translational_only,NA,NA,1
12883,LYAR,-0.124692350143792,1,translational_only,0.49055702166168,1,1
12884,LYG1,1.93929675098387,1,both,NA,NA,1
12885,LYG2,-1.65174801368702,1,both,NA,NA,1
12886,LYL1,1.26210783788445,1,translational_only,NA,NA,1
12887,LYN,-1.0541293690639,1,translational_only,NA,NA,1
12888,LYNX1,0,1,translational_only,NA,NA,1
12889,LYPD1,-0.242033922466792,1,translational_only,0.704404514126025,1,-1
12890,LYPD2,0,1,translational_only,NA,NA,1
12891,LYPD3,0,1,translational_only,NA,NA,1
12892,LYPD4,0,1,translational_only,NA,NA,1
12893,LYPD5,0,1,translational_only,NA,NA,1
12894,LYPD6,-0.390267827839412,1,translational_only,NA,NA,1
12895,LYPD6B,0,1,translational_only,NA,NA,1
12896,LYPD8,0,1,translational_only,NA,NA,1
12897,LYPLA1,-0.136683936890044,1,translational_only,NA,NA,1
12898,LYPLA2,-0.086728921126557,1,translational_only,NA,NA,1
12899,LYPLA2P2,-0.117852386450743,1,translational_only,NA,NA,1
12900,LYPLAL1,-2.38393907014791,1,both,NA,NA,1
12901,LYPLAL1-AS1,0,1,translational_only,NA,NA,1
12902,LYRM1,-1.61911966231073,1,both,NA,NA,1
12903,LYRM2,-0.164162088380516,1,translational_only,0.646571020236383,1,1
12904,LYRM4,-0.143575872904425,1,translational_only,NA,NA,1
12905,LYRM5,0,1,translational_only,NA,NA,1
12906,LYRM7,0.368038658241706,1,translational_only,0.467752252490114,1,-1
12907,LYRM9,0,1,translational_only,NA,NA,1
12908,LYSMD1,1.94683811275253,1,both,NA,NA,1
12909,LYSMD2,2.2624250297437,1,both,NA,NA,1
12910,LYSMD3,1.19422979756921,1,translational_only,NA,NA,1
12911,LYSMD4,3.11497242760628,1,both,NA,NA,1
12912,LYST,-1.48538877096214,1,translational_only,NA,NA,1
12913,LYVE1,0,1,translational_only,NA,NA,1
12914,LYZ,0.471404577954973,1,translational_only,0.865925086596292,1,-1
12915,LYZL1,0,1,translational_only,NA,NA,1
12916,LYZL2,0,1,translational_only,NA,NA,1
12917,LYZL4,0,1,translational_only,NA,NA,1
12918,LYZL6,0,1,translational_only,NA,NA,1
12919,LZIC,3.63340914559337,1,both,NA,NA,1
12920,LZTFL1,-0.665703686302802,1,translational_only,NA,NA,1
12921,LZTR1,-0.144428175026109,1,translational_only,NA,NA,1
12922,LZTS1,0.570274072279366,1,translational_only,NA,NA,1
12923,LZTS1-AS1,0,1,translational_only,NA,NA,1
12924,LZTS2,0.821503676112673,1,translational_only,NA,NA,1
12925,LZTS3,1.01851115058997,1,translational_only,NA,NA,1
12926,M1AP,0.980025208361412,1,translational_only,NA,NA,1
12927,M6PR,0.059402921039973,1,translational_only,0.70417544593364,1,-1
12928,MAATS1,0,1,translational_only,NA,NA,1
12929,MAB21L1,0.394700924003426,1,translational_only,NA,NA,1
12930,MAB21L2,-3.23817199422298,1,both,NA,NA,1
12931,MAB21L3,0.869742820294076,1,translational_only,0.933950600805163,1,-1
12932,MACC1,0.451453706158906,1,translational_only,0.290491180442401,1,-1
12933,MACC1-AS1,0,1,translational_only,NA,NA,1
12934,MACF1,1.13799512013267,0.310379079355146,translational_only,0.000533849129036,0.064657820093487,-1
12935,MACROD1,0.098463785702987,1,translational_only,0.898271704294862,1,-1
12936,MACROD2,3.11496380359163,1,both,NA,NA,1
12937,MACROD2-AS1,0,1,translational_only,NA,NA,1
12938,MACROD2-IT1,0,1,translational_only,NA,NA,1
12939,MAD1L1,1.63907774018756,1,both,NA,NA,1
12940,MAD2L1,0.920894599685395,1,translational_only,NA,NA,1
12941,MAD2L1BP,2.19075186225408,1,both,NA,NA,1
12942,MAD2L2,1.93500250607184,1,both,NA,NA,1
12943,MADCAM1,-3.23998203462117,1,both,NA,NA,1
12944,MADD,0.628454465274689,1,translational_only,NA,NA,1
12945,MAEA,0.164576955234596,1,translational_only,NA,NA,1
12946,MAEL,0,1,translational_only,NA,NA,1
12947,MAF,-0.663214468781807,1,translational_only,NA,NA,1
12948,MAF1,0.187017012065258,1,translational_only,0.510446691451182,1,-1
12949,MAFA,0,1,translational_only,NA,NA,1
12950,MAFA-AS1,0,1,translational_only,NA,NA,1
12951,MAFB,0,1,translational_only,NA,NA,1
12952,MAFF,0.358488097096109,1,translational_only,0.602735580151508,1,-1
12953,MAFG,0.983701723593547,1,translational_only,NA,NA,1
12954,MAFG-AS1,0,1,translational_only,NA,NA,1
12955,MAFIP,0,1,translational_only,NA,NA,1
12956,MAFK,0.557095443085867,1,translational_only,0.287611057645112,1,-1
12957,MAFTRR,0,1,translational_only,NA,NA,1
12958,MAG,-2.38393883652269,1,both,NA,NA,1
12959,MAGEA1,0.939235579947809,1,translational_only,NA,NA,1
12960,MAGEA10,0.171594645437988,1,translational_only,0.569874116401493,1,-1
12961,MAGEA10-MAGEA5,0,1,translational_only,NA,NA,1
12962,MAGEA11,0,1,translational_only,NA,NA,1
12963,MAGEA12,0.052241208203813,1,translational_only,NA,NA,1
12964,MAGEA2,0.551580237097734,1,translational_only,NA,NA,1
12965,MAGEA2B,0,1,translational_only,NA,NA,1
12966,MAGEA3,0.404629669225002,1,translational_only,NA,NA,1
12967,MAGEA4,-0.226432203146501,1,translational_only,0.160794971303875,1,1
12968,MAGEA5,0,1,translational_only,NA,NA,1
12969,MAGEA6,0.685056927913304,1,translational_only,NA,NA,1
12970,MAGEA8,-0.121669745475336,1,translational_only,NA,NA,1
12971,MAGEA8-AS1,0,1,translational_only,NA,NA,1
12972,MAGEA9,0,1,translational_only,NA,NA,1
12973,MAGEA9B,0,1,translational_only,NA,NA,1
12974,MAGEB1,0,1,translational_only,NA,NA,1
12975,MAGEB10,-0.148162967537833,1,translational_only,NA,NA,1
12976,MAGEB16,0,1,translational_only,NA,NA,1
12977,MAGEB17,0,1,translational_only,NA,NA,1
12978,MAGEB18,0,1,translational_only,NA,NA,1
12979,MAGEB2,0,1,translational_only,NA,NA,1
12980,MAGEB3,0,1,translational_only,NA,NA,1
12981,MAGEB4,0,1,translational_only,NA,NA,1
12982,MAGEB5,0,1,translational_only,NA,NA,1
12983,MAGEB6,0,1,translational_only,NA,NA,1
12984,MAGEC1,0,1,translational_only,NA,NA,1
12985,MAGEC2,0,1,translational_only,NA,NA,1
12986,MAGEC3,0,1,translational_only,NA,NA,1
12987,MAGED1,1.8841677110036,1,both,NA,NA,1
12988,MAGED2,0.034038547970161,1,translational_only,NA,NA,1
12989,MAGED4,0,1,translational_only,NA,NA,1
12990,MAGED4B,0,1,translational_only,NA,NA,1
12991,MAGEE1,-0.133530430163663,1,translational_only,NA,NA,1
12992,MAGEE2,0,1,translational_only,NA,NA,1
12993,MAGEF1,0.055066238690023,1,translational_only,NA,NA,1
12994,MAGEH1,-0.667749042380633,1,translational_only,NA,NA,1
12995,MAGEL2,0,1,translational_only,NA,NA,1
12996,MAGI1,0.135582423381504,1,translational_only,0.817060386671705,1,-1
12997,MAGI1-AS1,-1.89367244370827,1,both,NA,NA,1
12998,MAGI2,-0.465399427328918,1,translational_only,NA,NA,1
12999,MAGI2-AS2,0,1,translational_only,NA,NA,1
13000,MAGI2-AS3,-0.227418300745947,1,translational_only,0.90837957682961,1,-1
13001,MAGI3,-0.033030698740242,1,translational_only,0.27318481416849,1,-1
13002,MAGIX,-0.069697931448228,1,translational_only,NA,NA,1
13003,MAGOH,0.113715304022494,1,translational_only,0.329694471988643,1,1
13004,MAGOH2P,1.0853520948449,1,translational_only,NA,NA,1
13005,MAGOHB,0.808506582025275,1,translational_only,NA,NA,1
13006,MAGT1,-0.03449306448049,1,translational_only,0.987219133571491,1,1
13007,MAK,-0.220785747398829,1,translational_only,0.221995667211157,1,-1
13008,MAK16,0.104632803406692,1,translational_only,0.690390436045424,1,-1
13009,MAL,0,1,translational_only,NA,NA,1
13010,MAL2,0,1,translational_only,NA,NA,1
13011,MALAT1,0.075790291403643,1,translational_only,0.608770308100326,1,1
13012,MALL,0.427402725573273,1,translational_only,NA,NA,1
13013,MALRD1,0,1,translational_only,NA,NA,1
13014,MALSU1,-0.330751431453154,1,translational_only,0.315290199219657,1,1
13015,MALT1,0.551579653944279,1,translational_only,NA,NA,1
13016,MAMDC2,4.57414112963421,1,both,NA,NA,1
13017,MAMDC2-AS1,0.168128933198067,1,translational_only,NA,NA,1
13018,MAMDC4,-0.330750982728205,1,translational_only,NA,NA,1
13019,MAML1,-0.382360266465146,1,translational_only,NA,NA,1
13020,MAML2,1.36804573492669,1,translational_only,NA,NA,1
13021,MAML3,0.834406625042399,1,translational_only,NA,NA,1
13022,MAMLD1,1.27422703494998,1,translational_only,NA,NA,1
13023,MAMSTR,0.716344170366273,1,translational_only,NA,NA,1
13024,MAN1A1,-4.15962556686546,1,both,NA,NA,1
13025,MAN1A2,0.108155510197121,1,translational_only,NA,NA,1
13026,MAN1B1,-0.545738975424547,1,translational_only,0.011089579511213,0.352243215585998,1
13027,MAN1B1-AS1,-0.143366078540669,1,translational_only,0.785819227320859,1,1
13028,MAN1C1,0,1,translational_only,NA,NA,1
13029,MAN2A1,0.632905458816343,1,translational_only,NA,NA,1
13030,MAN2A2,-0.075134858665859,1,translational_only,NA,NA,1
13031,MAN2B1,-0.554804401823019,1,translational_only,NA,NA,1
13032,MAN2B2,0.207175820518678,1,translational_only,NA,NA,1
13033,MAN2C1,0.355969601017237,1,translational_only,NA,NA,1
13034,MANBA,0.952872086293891,1,translational_only,NA,NA,1
13035,MANBAL,0.665372807007303,1,translational_only,NA,NA,1
13036,MANEA,2.26655444010793,1,both,NA,NA,1
13037,MANEA-AS1,0,1,translational_only,NA,NA,1
13038,MANEAL,0.565441798132007,1,translational_only,0.101587771234015,0.883253944218277,-1
13039,MANF,0.591725379333202,1,translational_only,0.245520666831139,1,-1
13040,MANSC1,0.168126511981158,1,translational_only,NA,NA,1
13041,MANSC4,-0.138015307582774,1,translational_only,NA,NA,1
13042,MAOA,-0.974505610017747,1,translational_only,NA,NA,1
13043,MAOB,0,1,translational_only,NA,NA,1
13044,MAP10,0,1,translational_only,NA,NA,1
13045,MAP1A,0.802888756250419,1,translational_only,NA,NA,1
13046,MAP1B,0.910235785159308,0.366055950271273,translational_only,5.37467123413737E-05,0.009996888495496,-1
13047,MAP1LC3A,1.24963421646632,1,translational_only,NA,NA,1
13048,MAP1LC3B,-0.645732118338902,1,translational_only,NA,NA,1
13049,MAP1LC3B2,2.26243220871435,1,both,NA,NA,1
13050,MAP1LC3C,-0.308967745575171,1,translational_only,NA,NA,1
13051,MAP1S,0.815986854844085,1,translational_only,NA,NA,1
13052,MAP2,2.26243941716052,1,both,NA,NA,1
13053,MAP2K1,-0.153943262844581,1,translational_only,0.461331007664411,1,1
13054,MAP2K2,0.289810695656678,1,translational_only,NA,NA,1
13055,MAP2K3,-0.25907983239638,1,translational_only,NA,NA,1
13056,MAP2K4,0.80217661739696,1,translational_only,NA,NA,1
13057,MAP2K4P1,0,1,translational_only,NA,NA,1
13058,MAP2K5,-0.148242599850672,1,translational_only,NA,NA,1
13059,MAP2K6,-0.157486422438986,1,translational_only,NA,NA,1
13060,MAP2K7,-0.043100048723793,1,translational_only,NA,NA,1
13061,MAP3K1,-0.974509474062158,1,translational_only,NA,NA,1
13062,MAP3K10,0.821056158011712,1,translational_only,NA,NA,1
13063,MAP3K11,0.130105464813217,1,translational_only,NA,NA,1
13064,MAP3K12,-0.235912084731098,1,translational_only,0.879207644725306,1,1
13065,MAP3K13,-0.034648531228809,1,translational_only,0.508636370126571,1,-1
13066,MAP3K14,1.11911168222015,1,translational_only,NA,NA,1
13067,MAP3K14-AS1,-0.125345033424892,1,translational_only,0.978554006340772,1,1
13068,MAP3K15,-0.353060985197825,1,translational_only,1,1,1
13069,MAP3K19,0.549562486878016,1,translational_only,NA,NA,1
13070,MAP3K2,-0.148298643985056,1,translational_only,NA,NA,1
13071,MAP3K3,0.5352033234617,1,translational_only,NA,NA,1
13072,MAP3K4,0.614857247985327,1,translational_only,0.302786375302864,1,-1
13073,MAP3K5,1.61560641845246,1,both,NA,NA,1
13074,MAP3K6,-0.710430875119361,1,translational_only,NA,NA,1
13075,MAP3K7,-0.152025208563593,1,translational_only,NA,NA,1
13076,MAP3K7CL,1.08970706977473,1,translational_only,NA,NA,1
13077,MAP3K8,-2.38305358458098,1,both,NA,NA,1
13078,MAP3K9,0.359794847135113,1,translational_only,0.146549383425632,1,-1
13079,MAP4,0.412033066575546,1,translational_only,0.17096898959521,1,-1
13080,MAP4K1,0.110064766485568,1,translational_only,NA,NA,1
13081,MAP4K2,4.0226235109053,1,both,NA,NA,1
13082,MAP4K3,1.37111347384291,1,translational_only,NA,NA,1
13083,MAP4K4,0.216560856219388,1,translational_only,0.474658012389411,1,-1
13084,MAP4K5,0.948632139275302,1,translational_only,NA,NA,1
13085,MAP6,-0.121664060810419,1,translational_only,NA,NA,1
13086,MAP6D1,1.01695479540742,1,translational_only,NA,NA,1
13087,MAP7,1.93946675927658,1,both,NA,NA,1
13088,MAP7D1,0.277548776581338,1,translational_only,0.628215115490367,1,-1
13089,MAP7D2,-2.38393860336349,1,both,NA,NA,1
13090,MAP7D3,-0.214869911139282,1,translational_only,0.455722382180743,1,1
13091,MAP9,-0.662688924855987,1,translational_only,NA,NA,1
13092,MAPK1,0.733083411148892,1,translational_only,NA,NA,1
13093,MAPK10,3.10548981321731,1,both,NA,NA,1
13094,MAPK11,-2.38305578627367,1,both,NA,NA,1
13095,MAPK12,2.18133617470145,1,both,NA,NA,1
13096,MAPK13,2.26657533039276,1,both,NA,NA,1
13097,MAPK14,-0.33075109601715,1,translational_only,0.482015290867426,1,1
13098,MAPK15,0,1,translational_only,NA,NA,1
13099,MAPK1IP1L,0.070576293051416,1,translational_only,0.932107667671567,1,1
13100,MAPK3,1.24963516771246,1,translational_only,NA,NA,1
13101,MAPK4,-2.38393837066867,1,both,NA,NA,1
13102,MAPK6,-0.256670992642417,1,translational_only,0.281076948317027,1,1
13103,MAPK7,0.687906149931038,1,translational_only,NA,NA,1
13104,MAPK8,0.132229975285386,1,translational_only,0.647206155166489,1,-1
13105,MAPK8IP1,0.166077215054003,1,translational_only,0.757959663363009,1,1
13106,MAPK8IP2,0,1,translational_only,NA,NA,1
13107,MAPK8IP3,3.0758075905113,0.013576804651811,both,NA,NA,1
13108,MAPK9,0.536640628174849,1,translational_only,NA,NA,1
13109,MAPKAP1,0.328185603535044,1,translational_only,0.616893807400924,1,-1
13110,MAPKAPK2,0.425543232709497,1,translational_only,0.619175871892831,1,-1
13111,MAPKAPK3,-0.270782500658755,1,translational_only,NA,NA,1
13112,MAPKAPK5,-1.09951586602287,1,translational_only,NA,NA,1
13113,MAPKAPK5-AS1,-0.012956376384888,1,translational_only,0.808435557159956,1,-1
13114,MAPKBP1,-0.15296231385981,1,translational_only,NA,NA,1
13115,MAPRE1,0.566722080608649,1,translational_only,0.058346825546432,0.721782107947309,-1
13116,MAPRE2,0.510149931290824,1,translational_only,NA,NA,1
13117,MAPRE3,-0.055137232857486,1,translational_only,NA,NA,1
13118,MAPT,1.09121608210612,1,translational_only,NA,NA,1
